company_name,salary_info_reliability,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
칩스앤미디어,보통,6065.5,6139,6211.75,6306.5,6327.75,6375,6462.25,6590,6799.75,7071.75,7380.75,7694,7971.75,8211.5,8433.25,8667.5,8945.5,9265,9435,11417.42,11597.82
쿠도커뮤니케이션(주),높음,3493.25,3565.75,3667,3804.5,3919.75,4022,4120,4211,4327.25,4459.25,4607.5,4768,4934.5,5106.5,5287.25,5483,5696.25,5921.75,6038,7351.92,7471.36
큐어스트림(주),매우낮음,4069,4148.25,4261,4425.25,4579.25,4750.75,4941.25,5133,5347.75,5563.5,5780,5997,6211,6421.25,6630.75,6844.5,7066.5,7296.25,7413.33,8700.58,8817.82
텔스타(주),높음,3647.75,3702,3769,3870,3943.75,4041.25,4159.5,4278.75,4422.5,4574.75,4739.5,4924.25,5129.25,5352,5588.5,5831,6069.75,6296.75,6411.67,7564.58,7668.82
텔코웨어(주),높음,3871,3947.75,4059,4222.25,4378,4540.5,4711.25,4874.25,5055.5,5242.75,5438.5,5641.5,5844,6045.5,6248,6458.75,6682.25,6916,7036.67,8495.67,8628.27
트럼피아(주),낮음,3678.25,3745.5,3835.25,3959.25,4059.5,4174,4316.5,4475,4667.75,4865,5056.5,5245.25,5434.5,5629.5,5829.5,6031.25,6231.25,6436.75,6537.33,7817.92,7935.73
트리플콤마(주),낮음,4011,4071.75,4145.25,4256.5,4351.75,4492.5,4675,4861.75,5050.5,5206.5,5330,5440.25,5556,5689.25,5849.75,6040.25,6255.25,6486.5,6606.67,8530.92,8706
티투엘(주),낮음,3248.5,3304.25,3378,3486,3578.75,3685.5,3805,3924.5,4064,4208.5,4356.5,4503.25,4639.5,4765,4886.75,5013.75,5157.25,5323.75,5409.67,6675.17,6791.09
팀블랙버드(주),보통,4472.5,4587.25,4791,5109.25,5472.75,5816,6110.5,6318.25,6479.75,6614.75,6734.25,6846.25,6956.25,7075.5,7207.5,7360.25,7536.5,7730.75,7832,9396.58,9539.27
파이(주),보통,3429.25,3491.25,3571.75,3685.75,3782.5,3887.5,3999.25,4107.75,4233.25,4356.75,4479.75,4599.5,4713.25,4824.25,4941,5066.5,5202.5,5351.75,5428.33,6525.75,6626
파인더갭(주),낮음,3124.5,3184.75,3268.25,3386.5,3492.5,3610.25,3741.25,3868.25,4011,4154.5,4303.25,4462,4625.5,4793.25,4966.5,5146,5327,5505.75,5594.67,6774.67,6882.18
페이워크(주),낮음,3210.5,3273.75,3366.5,3505.25,3639.75,3789,3951.25,4110.25,4285.75,4458.75,4631,4802,4965.5,5121.5,5272,5424.75,5587.5,5760.5,5851,6726.08,6805.45
펜타시큐리티(주),보통,3783.5,3856.25,3952.25,4079.25,4177.25,4271,4376.5,4491,4641.5,4810.5,4995.75,5194.75,5401.75,5613,5828.25,6052.5,6291.5,6545.5,6676,8232.25,8373.91
폴라리스쓰리디,보통,3449.25,3503.25,3567,3651.75,3698.25,3745.5,3804.5,3872.25,3976.25,4105.5,4253,4411.25,4569.75,4722.75,4875.25,5038.75,5225.25,5435.75,5547,6676.5,6779.27
프리시젼바이오(주),보통,3207,3263.25,3339.75,3453,3552.75,3668.25,3797.25,3919.25,4051.75,4178.25,4302.25,4428.25,4553.5,4679,4806.5,4942.5,5093.75,5259.75,5346,6479.5,6582.73
플래티어,보통,3588.5,3662,3765.5,3910,4041.25,4173.5,4314.25,4454,4617.75,4791.75,4979.75,5183.25,5392,5598,5797.5,5994,6193,6395.75,6500.67,7718.08,7828.55
피아스페이스(주),낮음,3217.25,3277.75,3359.5,3474,3572.25,3676,3792.25,3912,4056,4209.75,4373.75,4545.5,4717.25,4886.25,5052.25,5220.25,5395,5577.5,5671,6744.5,6842.27
피에프씨테크놀로지스(주),낮음,4004.25,4073,4160.5,4284.75,4394,4537.5,4723.5,4933,5180,5430.25,5676.75,5924.75,6168.5,6406,6635.75,6857.25,7069.5,7272.75,7376.67,8735.58,8858.82
피엠인터내셔널코리아(유),높음,3044.75,3091.25,3150,3238.25,3304.75,3388.5,3487.25,3585.25,3704,3832.5,3973.5,4121,4265.25,4403.25,4538.25,4680.25,4837.25,5009.75,5098.33,6496.25,6623.64
한국전자인증,높음,3263,3317.75,3386.75,3482.5,3554.75,3639.5,3744,3859,4005.5,4170.75,4356.75,4558.75,4762.5,4960.25,5151.75,5346.25,5552.5,5766.25,5877.67,6998.42,7099.82
헬스커넥트(주),낮음,3665.25,3730.75,3818.5,3943.25,4045.5,4152.25,4267.25,4379,4514.5,4664.75,4833.5,5020.25,5217.5,5419.25,5620.5,5825,6036.75,6254.25,6366.33,7740,7864.82
혜연전자(주),낮음,2992,3047,3123.25,3235.25,3336.5,3450.75,3574.75,3687.5,3807.75,3924.25,4043.25,4170.75,4302,4433.5,4565.25,4702.5,4848.25,4999.5,5077.67,5866.08,5937.64
