company_name_j,company_type,industry
한국네트웍스,외부감사법인,컴퓨터시스템 통합 자문 및 구축 서비스업
한국네트웍스,수출입 기업,컴퓨터시스템 통합 자문 및 구축 서비스업
에이아이썸,스타트업,응용 소프트웨어 개발 및 공급업
에이아이썸,중소기업,응용 소프트웨어 개발 및 공급업
에이아이썸,주식회사,응용 소프트웨어 개발 및 공급업
에이아이썸,수출입 기업,응용 소프트웨어 개발 및 공급업
유모델러,중소기업,유선 온라인 게임 소프트웨어 개발 및 공급업
유모델러,주식회사,유선 온라인 게임 소프트웨어 개발 및 공급업
유모델러,수출입 기업,유선 온라인 게임 소프트웨어 개발 및 공급업
다우기술,1000대기업,포털 및 기타 인터넷 정보매개 서비스업
다우기술,중견기업,포털 및 기타 인터넷 정보매개 서비스업
다우기술,코스피,포털 및 기타 인터넷 정보매개 서비스업
다우기술,외부감사법인,포털 및 기타 인터넷 정보매개 서비스업
다우기술,수출입 기업,포털 및 기타 인터넷 정보매개 서비스업
미디어로그,대기업,유선 통신업
딜리버리랩,중소기업,응용 소프트웨어 개발 및 공급업
딜리버리랩,주식회사,응용 소프트웨어 개발 및 공급업
엑심베이,중소기업,그 외 기타 금융 지원 서비스업
엑심베이,주식회사,그 외 기타 금융 지원 서비스업
엑심베이,병역특례 인증업체,그 외 기타 금융 지원 서비스업
이우소프트,중소기업,컴퓨터 프로그래밍 서비스업
비글즈,중소기업,포털 및 기타 인터넷 정보매개 서비스업
비글즈,주식회사,포털 및 기타 인터넷 정보매개 서비스업
웨어러블에이아이,중소기업,솔루션·SI·ERP·CRM
웨어러블에이아이,주식회사,솔루션·SI·ERP·CRM
유진로봇,"",산업용 로봇 제조업
보미오라한의원,중소기업,한의원
보미오라한의원,주식회사,한의원
보미오라한의원,병원/의료기관,한의원
보미오라한의원,수출입 기업,한의원
어뮤즈랩,중소기업,응용 소프트웨어 개발 및 공급업
어뮤즈랩,주식회사,응용 소프트웨어 개발 및 공급업
핀다,스타트업,데이터베이스 및 온라인정보 제공업
핀다,중소기업,데이터베이스 및 온라인정보 제공업
핀다,병역특례 인증업체,데이터베이스 및 온라인정보 제공업
아이도트,중소기업,응용 소프트웨어 개발 및 공급업
아이도트,주식회사,응용 소프트웨어 개발 및 공급업
아이도트,수출입 기업,응용 소프트웨어 개발 및 공급업
이스트소프트,"",응용 소프트웨어 개발 및 공급업
애드크림,중소기업,데이터베이스 및 온라인정보 제공업
애드크림,주식회사,데이터베이스 및 온라인정보 제공업
로지소프트,중소기업,응용 소프트웨어 개발 및 공급업
로지소프트,유한회사,응용 소프트웨어 개발 및 공급업
시스콘,중소기업,""
시스콘,주식회사,""
시스콘,병역특례 인증업체,""
센트비,스타트업,그 외 기타 금융 지원 서비스업
에이아이웍스,스타트업,응용 소프트웨어 개발 및 공급업
에이아이웍스,중소기업,응용 소프트웨어 개발 및 공급업
에이아이웍스,주식회사,응용 소프트웨어 개발 및 공급업
에이아이웍스,병역특례 인증업체,응용 소프트웨어 개발 및 공급업
비욘드메디슨,중소기업,의학 및 약학 연구개발업
비욘드메디슨,주식회사,의학 및 약학 연구개발업
비욘드메디슨,사단법인,의학 및 약학 연구개발업
비욘드메디슨,연구소,의학 및 약학 연구개발업
넥서스커뮤니티,"",응용 소프트웨어 개발 및 공급업
인코칭,"",직원훈련기관
숲,중견기업,시스템 소프트웨어 개발 및 공급업
숲,코스닥,시스템 소프트웨어 개발 및 공급업
숲,외부감사법인,시스템 소프트웨어 개발 및 공급업
숲,수출입 기업,시스템 소프트웨어 개발 및 공급업
제네시스네스트,중소기업,응용 소프트웨어 개발 및 공급업
제네시스네스트,주식회사,응용 소프트웨어 개발 및 공급업
제네시스네스트,연구소,응용 소프트웨어 개발 및 공급업
이투비비,중소기업,그 외 기타 전자부품 제조업
이투비비,주식회사,그 외 기타 전자부품 제조업
이투비비,연구소,그 외 기타 전자부품 제조업
텐핑거스,스타트업,응용 소프트웨어 개발 및 공급업
텐핑거스,중소기업,응용 소프트웨어 개발 및 공급업
텐핑거스,주식회사,응용 소프트웨어 개발 및 공급업
텐핑거스,병역특례 인증업체,응용 소프트웨어 개발 및 공급업
프라이빗테크놀로지,중소기업,시스템 소프트웨어 개발 및 공급업
이파피루스,중소기업,응용 소프트웨어 개발 및 공급업
이파피루스,주식회사,응용 소프트웨어 개발 및 공급업
이파피루스,병역특례 인증업체,응용 소프트웨어 개발 및 공급업
디플래닉스,중견기업,자료 처리업
디플래닉스,주식회사,자료 처리업
디플래닉스,외부감사법인,자료 처리업
한국딥러닝,중소기업,시스템 소프트웨어 개발 및 공급업
한국딥러닝,주식회사,시스템 소프트웨어 개발 및 공급업
에스피코리아,중소기업,광고 영화 및 비디오물 제작업
에스피코리아,주식회사,광고 영화 및 비디오물 제작업
에스피코리아,사단법인,광고 영화 및 비디오물 제작업
제논,중소기업,경영 컨설팅업
제논,주식회사,경영 컨설팅업
제논,병역특례 인증업체,경영 컨설팅업
부스터스,"",""
콜로세움코퍼레이션,중소기업,기타 보관 및 창고업
에스엠해썹,중소기업,컴퓨터시스템 통합 자문 및 구축 서비스업
에스엠해썹,주식회사,컴퓨터시스템 통합 자문 및 구축 서비스업
베스텔라랩,중소기업,응용 소프트웨어 개발 및 공급업
베스텔라랩,주식회사,응용 소프트웨어 개발 및 공급업
리만코리아,중견기업,""
리만코리아,주식회사,""
리만코리아,외부감사법인,""
데이터드리븐,스타트업,컴퓨터시스템 통합 자문 및 구축 서비스업
데이터드리븐,주식회사,컴퓨터시스템 통합 자문 및 구축 서비스업
오픈소스컨설팅,중소기업,응용 소프트웨어 개발 및 공급업
오픈소스컨설팅,주식회사,응용 소프트웨어 개발 및 공급업
미투온,중소기업,유선 온라인 게임 소프트웨어 개발 및 공급업
미투온,코스닥,유선 온라인 게임 소프트웨어 개발 및 공급업
미투온,주식회사,유선 온라인 게임 소프트웨어 개발 및 공급업
미투온,사단법인,유선 온라인 게임 소프트웨어 개발 및 공급업
대진정보통신,중소기업,""
라온피플,스타트업,응용 소프트웨어 개발 및 공급업
라온피플,중소기업,응용 소프트웨어 개발 및 공급업
라온피플,코스닥,응용 소프트웨어 개발 및 공급업
라온피플,주식회사,응용 소프트웨어 개발 및 공급업
라온피플,외부감사법인,응용 소프트웨어 개발 및 공급업
라온피플,연구소,응용 소프트웨어 개발 및 공급업
라온피플,병역특례 인증업체,응용 소프트웨어 개발 및 공급업
라온피플,수출입 기업,응용 소프트웨어 개발 및 공급업
신보,중견기업,일반전기 공사업
신보,주식회사,일반전기 공사업
신보,외부감사법인,일반전기 공사업
(주)퓨쳐스콜레,중소기업,시스템 소프트웨어 개발 및 공급업
(주)퓨쳐스콜레,주식회사,시스템 소프트웨어 개발 및 공급업
올거나이즈코리아,스타트업,데이터베이스 및 온라인정보 제공업
지니언스,중소기업,응용 소프트웨어 개발 및 공급업
지니언스,코스닥,응용 소프트웨어 개발 및 공급업
지니언스,주식회사,응용 소프트웨어 개발 및 공급업
지니언스,외부감사법인,응용 소프트웨어 개발 및 공급업
지니언스,병역특례 인증업체,응용 소프트웨어 개발 및 공급업
지니언스,수출입 기업,응용 소프트웨어 개발 및 공급업
에피소든,중소기업,기타 정보 서비스업
에피소든,외국인 투자기업,기타 정보 서비스업
에피소든,주식회사,기타 정보 서비스업
에이아이콴텍,중소기업,투자 자문업 및 투자 일임업
에이아이콴텍,주식회사,투자 자문업 및 투자 일임업
센트비,중소기업,그 외 기타 금융 지원 서비스업
센트비,주식회사,그 외 기타 금융 지원 서비스업
센트비,병역특례 인증업체,그 외 기타 금융 지원 서비스업
빌드코퍼레이션,중소기업,그 외 기타 정보 서비스업
씨앤유글로벌,중소기업,유선 통신장비 제조업
씨앤유글로벌,주식회사,유선 통신장비 제조업
크레버스,중견기업,외국어학원
크레버스,코스닥,외국어학원
크레버스,외부감사법인,외국어학원
러닝포인트,중소기업,그 외 기타 스포츠 서비스업
러닝포인트,주식회사,그 외 기타 스포츠 서비스업
코닉글로리,중소기업,응용 소프트웨어 개발 및 공급업
위버케어,스타트업,""
위버케어,주식회사,""
위버케어,병역특례 인증업체,""
온블록,중소기업,응용 소프트웨어 개발 및 공급업
온블록,외국인 투자기업,응용 소프트웨어 개발 및 공급업
온블록,주식회사,응용 소프트웨어 개발 및 공급업
언에이아이,중소기업,응용 소프트웨어 개발 및 공급업
언에이아이,주식회사,응용 소프트웨어 개발 및 공급업
사이버다임,중소기업,응용 소프트웨어 개발 및 공급업
사이버다임,주식회사,응용 소프트웨어 개발 및 공급업
사이버다임,외부감사법인,응용 소프트웨어 개발 및 공급업
사이버다임,수출입 기업,응용 소프트웨어 개발 및 공급업
유비퍼스트대원,중소기업,무선 및 위성 통신업
트러스트,중소기업,응용 소프트웨어 개발 및 공급업
트러스트,주식회사,응용 소프트웨어 개발 및 공급업
트러스트,연구소,응용 소프트웨어 개발 및 공급업
에쓰씨케이,"","컴퓨터 및 주변장치, 소프트웨어 도매업"
엠로,중소기업,응용 소프트웨어 개발 및 공급업
엠로,코스닥,응용 소프트웨어 개발 및 공급업
엠로,주식회사,응용 소프트웨어 개발 및 공급업
엠로,외부감사법인,응용 소프트웨어 개발 및 공급업
엠로,병역특례 인증업체,응용 소프트웨어 개발 및 공급업
판도라티비,중소기업,시스템 소프트웨어 개발 및 공급업
판도라티비,코넥스,시스템 소프트웨어 개발 및 공급업
판도라티비,주식회사,시스템 소프트웨어 개발 및 공급업
벤디트,중소기업,솔루션·SI·ERP·CRM
벤디트,주식회사,솔루션·SI·ERP·CRM
벤디트,연구소,솔루션·SI·ERP·CRM
송암시스콤,"",유선 통신장비 제조업
한국비즈넷,중소기업,시스템 소프트웨어 개발 및 공급업
한국비즈넷,주식회사,시스템 소프트웨어 개발 및 공급업
한국비즈넷,연구소,시스템 소프트웨어 개발 및 공급업
한국비즈넷,병역특례 인증업체,시스템 소프트웨어 개발 및 공급업
퍼퓸그라피,스타트업,"화장품, 비누 및 방향제 소매업"
퍼퓸그라피,중소기업,"화장품, 비누 및 방향제 소매업"
디윅스,중소기업,응용 소프트웨어 개발 및 공급업
디윅스,주식회사,응용 소프트웨어 개발 및 공급업
스콥정보통신,중소기업,응용 소프트웨어 개발 및 공급업
스콥정보통신,수출입 기업,응용 소프트웨어 개발 및 공급업
비즈톡,중소기업,응용 소프트웨어 개발 및 공급업
비즈톡,주식회사,응용 소프트웨어 개발 및 공급업
비즈톡,병역특례 인증업체,응용 소프트웨어 개발 및 공급업
픽켓팅,중소기업,포털 및 기타 인터넷 정보매개 서비스업
코보시스,중소기업,시스템 소프트웨어 개발 및 공급업
코보시스,주식회사,시스템 소프트웨어 개발 및 공급업
코보시스,사단법인,시스템 소프트웨어 개발 및 공급업
코보시스,연구소,시스템 소프트웨어 개발 및 공급업
유니아이,중소기업,응용 소프트웨어 개발 및 공급업
유니아이,주식회사,응용 소프트웨어 개발 및 공급업
컬쳐히어로,스타트업,응용 소프트웨어 개발 및 공급업
컬쳐히어로,중소기업,응용 소프트웨어 개발 및 공급업
컬쳐히어로,사단법인,응용 소프트웨어 개발 및 공급업
마카롱팩토리,스타트업,포털 및 기타 인터넷 정보매개 서비스업
마카롱팩토리,중소기업,포털 및 기타 인터넷 정보매개 서비스업
마카롱팩토리,주식회사,포털 및 기타 인터넷 정보매개 서비스업
트럼피아,중소기업,기타 게임 소프트웨어 개발 및 공급업
트럼피아,외국인 투자기업,기타 게임 소프트웨어 개발 및 공급업
트럼피아,주식회사,기타 게임 소프트웨어 개발 및 공급업
트럼피아,수출입 기업,기타 게임 소프트웨어 개발 및 공급업
아이트럭,중소기업,컴퓨터시스템 통합 자문 및 구축 서비스업
아이트럭,주식회사,컴퓨터시스템 통합 자문 및 구축 서비스업
심플사파리,중소기업,기타 여행보조 및 예약 서비스업
플래티어,중소기업,응용 소프트웨어 개발 및 공급업
플래티어,코스닥,응용 소프트웨어 개발 및 공급업
플래티어,주식회사,응용 소프트웨어 개발 및 공급업
뮤즈블라썸,중소기업,그 외 기타 정보 서비스업
노아시스템즈,중소기업,시스템 소프트웨어 개발 및 공급업
하이카이브,중소기업,응용 소프트웨어 개발 및 공급업
필라넷,스타트업,컴퓨터시스템 통합 자문 및 구축 서비스업
필라넷,중소기업,컴퓨터시스템 통합 자문 및 구축 서비스업
필라넷,주식회사,컴퓨터시스템 통합 자문 및 구축 서비스업
필라넷,외부감사법인,컴퓨터시스템 통합 자문 및 구축 서비스업
필라넷,연구소,컴퓨터시스템 통합 자문 및 구축 서비스업
필라넷,병역특례 인증업체,컴퓨터시스템 통합 자문 및 구축 서비스업
아인잡,중소기업,응용 소프트웨어 개발 및 공급업
아인잡,주식회사,응용 소프트웨어 개발 및 공급업
혜움,중소기업,시스템 소프트웨어 개발 및 공급업
혜움,주식회사,시스템 소프트웨어 개발 및 공급업
큐픽스,스타트업,응용 소프트웨어 개발 및 공급업
큐픽스,중소기업,응용 소프트웨어 개발 및 공급업
큐픽스,주식회사,응용 소프트웨어 개발 및 공급업
큐픽스,병역특례 인증업체,응용 소프트웨어 개발 및 공급업
에이치케이로지스틱스,중소기업,데이터베이스 및 온라인정보 제공업
에이치케이로지스틱스,주식회사,데이터베이스 및 온라인정보 제공업
푸딘코,중소기업,응용 소프트웨어 개발 및 공급업
오픈헬스케어,중소기업,경영 컨설팅업
블루엘리펀트,중소기업,안경 및 안경렌즈 제조업
블루엘리펀트,주식회사,안경 및 안경렌즈 제조업
블루엘리펀트,수출입 기업,안경 및 안경렌즈 제조업
피플리,중소기업,응용 소프트웨어 개발 및 공급업
피플리,주식회사,응용 소프트웨어 개발 및 공급업
호패,중소기업,응용 소프트웨어 개발 및 공급업
호패,주식회사,응용 소프트웨어 개발 및 공급업
파이오링크,중소기업,유선 통신장비 제조업
파이오링크,코스닥,유선 통신장비 제조업
파이오링크,주식회사,유선 통신장비 제조업
파이오링크,외부감사법인,유선 통신장비 제조업
파이오링크,병역특례 인증업체,유선 통신장비 제조업
파이오링크,수출입 기업,유선 통신장비 제조업
퍼플아카데미,중소기업,온라인 교육 학원
퍼플아카데미,주식회사,온라인 교육 학원
와이톤,중소기업,광고 대행업
와이톤,주식회사,광고 대행업
스토어링크,중소기업,응용 소프트웨어 개발 및 공급업
스토어링크,주식회사,응용 소프트웨어 개발 및 공급업
스토어링크,병역특례 인증업체,응용 소프트웨어 개발 및 공급업
트리플콤마,"",모바일 게임 소프트웨어 개발 및 공급업
(주)혁산정보시스템,스타트업,""
(주)혁산정보시스템,중소기업,""
(주)혁산정보시스템,주식회사,""
(주)혁산정보시스템,외부감사법인,""
제이티비씨,1000대기업,유선 방송업
제이티비씨,중견기업,유선 방송업
제이티비씨,외부감사법인,유선 방송업
벙커키즈,중소기업,응용 소프트웨어 개발 및 공급업
벙커키즈,주식회사,응용 소프트웨어 개발 및 공급업
벙커키즈,사단법인,응용 소프트웨어 개발 및 공급업
벳칭,중소기업,응용 소프트웨어 개발 및 공급업
벳칭,주식회사,응용 소프트웨어 개발 및 공급업
싸이프,중소기업,기타 반도체소자 제조업
싸이프,주식회사,기타 반도체소자 제조업
싸이프,외부감사법인,기타 반도체소자 제조업
싸이프,연구소,기타 반도체소자 제조업
야나두,기타,온라인 교육 학원
야나두,주식회사,온라인 교육 학원
휴먼에스,중소기업,상용 인력 공급 및 인사관리 서비스업
레벨나인,중소기업,응용 소프트웨어 개발 및 공급업
레벨나인,연구소,응용 소프트웨어 개발 및 공급업
블링크큐벡스핀,"",쇼핑몰·오픈마켓
낭만상회,중소기업,컴퓨터시스템 통합 자문 및 구축 서비스업
씨어스테크놀로지,스타트업,그 외 기타 의료용 기기 제조업
씨어스테크놀로지,중소기업,그 외 기타 의료용 기기 제조업
씨어스테크놀로지,코스닥,그 외 기타 의료용 기기 제조업
씨어스테크놀로지,주식회사,그 외 기타 의료용 기기 제조업
씨어스테크놀로지,연구소,그 외 기타 의료용 기기 제조업
씨어스테크놀로지,수출입 기업,그 외 기타 의료용 기기 제조업
누비랩,기타,응용 소프트웨어 개발 및 공급업
누비랩,주식회사,응용 소프트웨어 개발 및 공급업
누비랩,병역특례 인증업체,응용 소프트웨어 개발 및 공급업
키트웍스,스타트업,응용 소프트웨어 개발 및 공급업
키트웍스,중소기업,응용 소프트웨어 개발 및 공급업
키트웍스,주식회사,응용 소프트웨어 개발 및 공급업
네일톡톡,중소기업,그 외 기타 특수목적용 기계 제조업
네일톡톡,주식회사,그 외 기타 특수목적용 기계 제조업
네일톡톡,수출입 기업,그 외 기타 특수목적용 기계 제조업
큐어스트림,중소기업,""
아론티어,중소기업,응용 소프트웨어 개발 및 공급업
아론티어,주식회사,응용 소프트웨어 개발 및 공급업
아론티어,연구소,응용 소프트웨어 개발 및 공급업
아론티어,병역특례 인증업체,응용 소프트웨어 개발 및 공급업
하이테커,중소기업,""
하이테커,주식회사,""
톤28,스타트업,화장품 및 화장용품 도매업
톤28,중소기업,화장품 및 화장용품 도매업
톤28,주식회사,화장품 및 화장용품 도매업
넥스트챕터,중소기업,전자상거래 소매업
인베스티,중소기업,응용 소프트웨어 개발 및 공급업
인베스티,주식회사,응용 소프트웨어 개발 및 공급업
캔랩코리아,중소기업,응용 소프트웨어 개발 및 공급업
유리프트,중소기업,응용 소프트웨어 개발 및 공급업
유리프트,주식회사,응용 소프트웨어 개발 및 공급업
에이아이파크,중소기업,""
에이아이파크,주식회사,""
소테리아,중소기업,전기ㆍ전자공학 연구개발업
소테리아,주식회사,전기ㆍ전자공학 연구개발업
소테리아,외부감사법인,전기ㆍ전자공학 연구개발업
알라딘커뮤니케이션,1000대기업,전자상거래 소매업
알라딘커뮤니케이션,중견기업,전자상거래 소매업
알라딘커뮤니케이션,외부감사법인,전자상거래 소매업
에이치나인,중소기업,"그 외 기타 분류 안된 전문, 과학 및 기술 서비스업"
빅웨이브로보틱스,스타트업,응용 소프트웨어 개발 및 공급업
빅웨이브로보틱스,주식회사,응용 소프트웨어 개발 및 공급업
빅웨이브로보틱스,외부감사법인,응용 소프트웨어 개발 및 공급업
빅웨이브로보틱스,병역특례 인증업체,응용 소프트웨어 개발 및 공급업
맥스인포텍,중소기업,"컴퓨터 및 주변장치, 소프트웨어 도매업"
맥스인포텍,주식회사,"컴퓨터 및 주변장치, 소프트웨어 도매업"
에스에이티,"",기기용 자동측정 및 제어장치 제조업
페이워크,중소기업,데이터베이스 및 온라인정보 제공업
뷰런테크놀로지,중소기업,응용 소프트웨어 개발 및 공급업
뷰런테크놀로지,주식회사,응용 소프트웨어 개발 및 공급업
이노케어플러스,중소기업,응용 소프트웨어 개발 및 공급업
브이피피랩,중소기업,기타 정보기술 및 컴퓨터운영 관련 서비스업
위버스브레인,중소기업,응용 소프트웨어 개발 및 공급업
위버스브레인,주식회사,응용 소프트웨어 개발 및 공급업
위버스브레인,사단법인,응용 소프트웨어 개발 및 공급업
비솔,"","기타 측정, 시험, 항해, 제어 및 정밀기기 제조업"
EVAR,중소기업,기타 전기 변환장치 제조업
EVAR,주식회사,기타 전기 변환장치 제조업
데이원컴퍼니,중소기업,기타 기술 및 직업훈련학원
데이원컴퍼니,코스닥,기타 기술 및 직업훈련학원
채비,중소기업,기타 전기 변환장치 제조업
채비,주식회사,기타 전기 변환장치 제조업
채비,외부감사법인,기타 전기 변환장치 제조업
채비,수출입 기업,기타 전기 변환장치 제조업
더블유쇼핑,1000대기업,위성 및 기타 방송업
더블유쇼핑,중견기업,위성 및 기타 방송업
더블유쇼핑,주식회사,위성 및 기타 방송업
더블유쇼핑,외부감사법인,위성 및 기타 방송업
페니로이스,중소기업,경영 컨설팅업
페니로이스,주식회사,경영 컨설팅업
모비루스,중소기업,응용 소프트웨어 개발 및 공급업
모비루스,주식회사,응용 소프트웨어 개발 및 공급업
리뷰닷컴,"",광고·홍보·전시
두나미스아트테크놀로지스,중소기업,응용 소프트웨어 개발 및 공급업
씨드앤,중소기업,시스템 소프트웨어 개발 및 공급업
씨드앤,주식회사,시스템 소프트웨어 개발 및 공급업
씨드앤,연구소,시스템 소프트웨어 개발 및 공급업
모빌리티네트웍스,중소기업,차체 및 특장차 제조업
모빌리티네트웍스,주식회사,차체 및 특장차 제조업
모빌리티네트웍스,수출입 기업,차체 및 특장차 제조업
리트빅,중소기업,전기용 기계ㆍ장비 및 관련 기자재 도매업
리트빅,주식회사,전기용 기계ㆍ장비 및 관련 기자재 도매업
리트빅,수출입 기업,전기용 기계ㆍ장비 및 관련 기자재 도매업
피에프씨테크놀로지스,스타트업,그 외 기타 금융 지원 서비스업
피에프씨테크놀로지스,기타,그 외 기타 금융 지원 서비스업
피에프씨테크놀로지스,병역특례 인증업체,그 외 기타 금융 지원 서비스업
알비에치,중소기업,""
알비에치,주식회사,""
알비에치,수출입 기업,""
아타드,중소기업,응용 소프트웨어 개발 및 공급업
풀스택,중소기업,응용 소프트웨어 개발 및 공급업
풀스택,주식회사,응용 소프트웨어 개발 및 공급업
풀스택,연구소,응용 소프트웨어 개발 및 공급업
엠핀스,중소기업,그 외 기타 전자부품 제조업
이스트에이드,중소기업,포털 및 기타 인터넷 정보매개 서비스업
이스트에이드,코스닥,포털 및 기타 인터넷 정보매개 서비스업
이스트에이드,주식회사,포털 및 기타 인터넷 정보매개 서비스업
인피닉,중소기업,응용 소프트웨어 개발 및 공급업
인피닉,주식회사,응용 소프트웨어 개발 및 공급업
인피닉,연구소,응용 소프트웨어 개발 및 공급업
인피닉,병역특례 인증업체,응용 소프트웨어 개발 및 공급업
111퍼센트,중소기업,모바일 게임 소프트웨어 개발 및 공급업
엘아이지시스템,중견기업,응용 소프트웨어 개발 및 공급업
엘아이지시스템,외부감사법인,응용 소프트웨어 개발 및 공급업
이마고웍스,중소기업,응용 소프트웨어 개발 및 공급업
이마고웍스,주식회사,응용 소프트웨어 개발 및 공급업
한국디지털거래소,중소기업,응용 소프트웨어 개발 및 공급업
한국디지털거래소,주식회사,응용 소프트웨어 개발 및 공급업
메디플렉서스,중소기업,응용 소프트웨어 개발 및 공급업
메디플렉서스,주식회사,응용 소프트웨어 개발 및 공급업
하이퍼정보,중소기업,컴퓨터시설 관리업
하이퍼정보,주식회사,컴퓨터시설 관리업
이지케어텍,중소기업,응용 소프트웨어 개발 및 공급업
이지케어텍,코스닥,응용 소프트웨어 개발 및 공급업
이지케어텍,주식회사,응용 소프트웨어 개발 및 공급업
이지케어텍,병역특례 인증업체,응용 소프트웨어 개발 및 공급업
한우리아이티,중소기업,응용 소프트웨어 개발 및 공급업
한우리아이티,주식회사,응용 소프트웨어 개발 및 공급업
애자일소다,중소기업,응용 소프트웨어 개발 및 공급업
엘리펀트키즈에듀테인먼트,기타,유아·유치원
모빌린트,중소기업,자연과학 및 공학 융합 연구개발업
모빌린트,주식회사,자연과학 및 공학 융합 연구개발업
모빌린트,연구소,자연과학 및 공학 융합 연구개발업
모빌린트,병역특례 인증업체,자연과학 및 공학 융합 연구개발업
스타마타,스타트업,응용 소프트웨어 개발 및 공급업
스타마타,중소기업,응용 소프트웨어 개발 및 공급업
스타마타,주식회사,응용 소프트웨어 개발 및 공급업
에너자이,중소기업,""
에너자이,병역특례 인증업체,""
연합인포맥스,중견기업,데이터베이스 및 온라인정보 제공업
연합인포맥스,외부감사법인,데이터베이스 및 온라인정보 제공업
연합인포맥스,병역특례 인증업체,데이터베이스 및 온라인정보 제공업
싸이버로지텍,"",응용 소프트웨어 개발 및 공급업
에이엠스퀘어,중소기업,컴퓨터시스템 통합 자문 및 구축 서비스업
에이엠스퀘어,주식회사,컴퓨터시스템 통합 자문 및 구축 서비스업
플라잎,중소기업,시스템 소프트웨어 개발 및 공급업
플라잎,병역특례 인증업체,시스템 소프트웨어 개발 및 공급업
씨크코리아,중견기업,그 외 기타 기계 및 장비 도매업
씨크코리아,외국인 투자기업,그 외 기타 기계 및 장비 도매업
씨크코리아,수출입 기업,그 외 기타 기계 및 장비 도매업
글로벌시스템스,중소기업,방송장비 제조업
엑스페릭스,중소기업,그 외 기타 전자부품 제조업
엑스페릭스,코스닥,그 외 기타 전자부품 제조업
엑스페릭스,주식회사,그 외 기타 전자부품 제조업
액스비스,스타트업,전자 응용 절삭기계 제조업
액스비스,중소기업,전자 응용 절삭기계 제조업
액스비스,주식회사,전자 응용 절삭기계 제조업
액스비스,외부감사법인,전자 응용 절삭기계 제조업
액스비스,병역특례 인증업체,전자 응용 절삭기계 제조업
액스비스,수출입 기업,전자 응용 절삭기계 제조업
한국이에스지데이터,중소기업,컴퓨터시스템 통합 자문 및 구축 서비스업
한국이에스지데이터,주식회사,컴퓨터시스템 통합 자문 및 구축 서비스업
뉴로다임,중소기업,""
뉴로다임,주식회사,""
옵트에이아이,중소기업,응용 소프트웨어 개발 및 공급업
인공지능팩토리,중소기업,응용 소프트웨어 개발 및 공급업
인공지능팩토리,주식회사,응용 소프트웨어 개발 및 공급업
인공지능팩토리,외부감사법인,응용 소프트웨어 개발 및 공급업
씨맥스,중소기업,응용 소프트웨어 개발 및 공급업
씨맥스,주식회사,응용 소프트웨어 개발 및 공급업
피엠인터내셔널코리아,중소기업,커피 및 차류 도매업
피엠인터내셔널코리아,외국인 투자기업,커피 및 차류 도매업
피엠인터내셔널코리아,유한회사,커피 및 차류 도매업
유씨아이,중소기업,컴퓨터시설 관리업
유씨아이,주식회사,컴퓨터시설 관리업
슈어소프트테크,스타트업,응용 소프트웨어 개발 및 공급업
슈어소프트테크,중소기업,응용 소프트웨어 개발 및 공급업
슈어소프트테크,코스닥,응용 소프트웨어 개발 및 공급업
슈어소프트테크,주식회사,응용 소프트웨어 개발 및 공급업
슈어소프트테크,병역특례 인증업체,응용 소프트웨어 개발 및 공급업
딥인사이트,중소기업,컴퓨터 프로그래밍 서비스업
딥인사이트,주식회사,컴퓨터 프로그래밍 서비스업
딥인사이트,연구소,컴퓨터 프로그래밍 서비스업
에프에스솔루션,중소기업,응용 소프트웨어 개발 및 공급업
에프에스솔루션,주식회사,응용 소프트웨어 개발 및 공급업
에프에스솔루션,연구소,응용 소프트웨어 개발 및 공급업
엑소시스템즈,스타트업,전기식 진단 및 요법 기기 제조업
엑소시스템즈,중소기업,전기식 진단 및 요법 기기 제조업
엑소시스템즈,주식회사,전기식 진단 및 요법 기기 제조업
엑소시스템즈,병역특례 인증업체,전기식 진단 및 요법 기기 제조업
엑소시스템즈,수출입 기업,전기식 진단 및 요법 기기 제조업
제너디어스,중소기업,컴퓨터시스템 통합 자문 및 구축 서비스업
아이브,중소기업,산업처리공정 제어장비 제조업
아이브,주식회사,산업처리공정 제어장비 제조업
아이브,병역특례 인증업체,산업처리공정 제어장비 제조업
바로팜,중소기업,전자상거래 소매 중개업
바로팜,병역특례 인증업체,전자상거래 소매 중개업
네비웍스,중소기업,응용 소프트웨어 개발 및 공급업
네비웍스,주식회사,응용 소프트웨어 개발 및 공급업
네비웍스,병역특례 인증업체,응용 소프트웨어 개발 및 공급업
크레스콤,중소기업,그 외 기타 정보 서비스업
크레스콤,주식회사,그 외 기타 정보 서비스업
크레스콤,수출입 기업,그 외 기타 정보 서비스업
건솔루션,중소기업,응용 소프트웨어 개발 및 공급업
건솔루션,주식회사,응용 소프트웨어 개발 및 공급업
클레,중소기업,응용 소프트웨어 개발 및 공급업
클레,주식회사,응용 소프트웨어 개발 및 공급업
클레,수출입 기업,응용 소프트웨어 개발 및 공급업
허드슨에이아이,중소기업,응용 소프트웨어 개발 및 공급업
플랙스뉴럴랩스,중소기업,전자상거래 소매 중개업
인아텍앤코포,"",기계·설비·자동차
바이트사이즈,중소기업,시스템 소프트웨어 개발 및 공급업
바이트사이즈,주식회사,시스템 소프트웨어 개발 및 공급업
셀키,중소기업,의학 및 약학 연구개발업
에어키,중소기업,컴퓨터시스템 통합 자문 및 구축 서비스업
