posting_tech_stack_one,job_category_kor_one,require_experience_single_year,exp_min,exp_max,require_experience_role,require_experience_band_kr,posting_start_month_key,posting_start_date_key,posting_count_s,posting_share_s
Router,DevOps/시스템 엔지니어,5,3,10,대리,3-5년,2025-09,2025-09-01,1,0.5
OpenCV,SW/솔루션,9,8,10,과장,5-10년,2025-09,2025-09-03,1,1
AZURE,서버/백엔드 개발자,4,3,5,대리,3-5년,2025-09,2025-09-04,1,1
ExpressJS,서버/백엔드 개발자,5,3,10,대리,3-5년,2025-09,2025-09-08,1,0.5
SwaggerUI,서버/백엔드 개발자,4,3,7,대리,3-5년,2025-09,2025-09-09,1,0.5
DB,DevOps/시스템 엔지니어,4,2,5,대리,3-5년,2025-08,2025-08-13,1,1
AI/인공지능,인공지능/머신러닝,2,1,3,사원,1-3년,2025-08,2025-08-12,1,1
React,프론트엔드 개발자,8,6,12,과장,5-10년,2025-08,2025-08-12,1,1
Slim,인공지능/머신러닝,4,2,5,대리,3-5년,2025-08,2025-08-24,1,1
RESTAPI,DevOps/시스템 엔지니어,7,5,12,과장,5-10년,2025-08,2025-08-18,1,1
Network,정보보안 담당자,9,7,10,과장,5-10년,2025-08,2025-08-22,1,0.3333333333333333
AWSCodePipeline,서버/백엔드 개발자,4,2,10,대리,3-5년,2025-08,2025-08-22,1,1
DeepLearning,인공지능/머신러닝,3,2,7,사원,1-3년,2025-08,2025-08-21,1,1
C,SW/솔루션,12,10,20,과장,10년+,2025-08,2025-08-25,1,0.5
TensorFlow,인공지능/머신러닝,2,1,5,사원,1-3년,2025-08,2025-08-22,1,0.5
MachineLearning,인공지능/머신러닝,7,5,15,과장,5-10년,2025-08,2025-08-23,1,0.5
Linux,크로스플랫폼 앱개발자,4,2,5,대리,3-5년,2025-09,2025-09-01,1,1
HW,HW/임베디드,6,5,10,대리,5-10년,2025-09,2025-09-01,1,1
Mfc,HW/임베디드,5,3,6,대리,3-5년,2025-08,2025-08-27,1,1
Matplotlib,인공지능/머신러닝,7,5,20,과장,5-10년,2025-08,2025-08-30,1,1
React,프론트엔드 개발자,5,3,10,대리,3-5년,2025-08,2025-08-30,1,1
Nuxt.js,프론트엔드 개발자,12,11,15,과장,10년+,2025-09,2025-09-01,1,1
AWS,기술지원,7,6,10,과장,5-10년,2025-08,2025-08-29,1,1
Docker,SW/솔루션,6,5,10,대리,5-10년,2025-08,2025-08-29,1,1
MATLAB,인공지능/머신러닝,9,7,10,과장,5-10년,2025-08,2025-08-30,1,1
OpenCV,인공지능/머신러닝,0,0,0,신입,신입,2025-08,2025-08-29,1,0.25
AzureDevOps,DevOps/시스템 엔지니어,11,9,15,과장,10년+,2025-09,2025-09-01,1,1
Oracle,서버/백엔드 개발자,5,3,15,대리,3-5년,2025-09,2025-09-02,1,1
CPPG,정보보안 담당자,2,1,5,사원,1-3년,2025-09,2025-09-04,1,1
Jira,프론트엔드 개발자,6,4,12,대리,5-10년,2025-09,2025-09-04,1,1
Dynamo,서버/백엔드 개발자,6,5,10,대리,5-10년,2025-09,2025-09-06,1,1
Git,SW/솔루션,5,3,15,대리,3-5년,2025-09,2025-09-07,1,1
C,HW/임베디드,6,5,7,대리,5-10년,2025-09,2025-09-08,1,1
C#,HW/임베디드,16,15,20,부장,10년+,2025-09,2025-09-06,1,1
Kubernetes,서버/백엔드 개발자,11,10,15,과장,10년+,2025-09,2025-09-06,1,1
NGINX,DBA,6,5,10,대리,5-10년,2025-09,2025-09-06,1,1
Qt,SW/솔루션,0,0,0,신입,신입,2025-09,2025-09-08,1,1
Docker,DevOps/시스템 엔지니어,9,7,15,과장,5-10년,2025-09,2025-09-01,1,1
AWS,DevOps/시스템 엔지니어,4,2,5,대리,3-5년,2025-08,2025-08-16,1,1
Git,프론트엔드 개발자,7,6,10,과장,5-10년,2025-08,2025-08-13,1,1
MachineLearning,SW/솔루션,7,5,20,과장,5-10년,2025-08,2025-08-14,1,1
React,SW/솔루션,5,3,10,대리,3-5년,2025-08,2025-08-16,1,0.25
Oracle,DBA,11,10,14,과장,10년+,2025-08,2025-08-18,1,1
PyTorch,인공지능/머신러닝,5,3,10,대리,3-5년,2025-08,2025-08-20,1,0.5
SpringFramework,SW/솔루션,4,2,15,대리,3-5년,2025-08,2025-08-19,1,0.5
C,웹 풀스택 개발자,7,5,20,과장,5-10년,2025-08,2025-08-19,1,0.3333333333333333
Docker,빅데이터 엔지니어,3,2,7,사원,1-3년,2025-08,2025-08-20,1,1
C#,SW/솔루션,11,10,12,과장,10년+,2025-09,2025-09-02,1,0.5
HTML5,기술지원,11,10,15,과장,10년+,2025-08,2025-08-29,1,0.3333333333333333
JavaScript,프론트엔드 개발자,6,5,10,대리,5-10년,2025-08,2025-08-31,1,1
SummitDB,인공지능/머신러닝,2,1,3,사원,1-3년,2025-08,2025-08-30,1,1
RESTAPI,서버/백엔드 개발자,6,5,9,대리,5-10년,2025-09,2025-09-02,1,1
C++,SW/솔루션,11,10,15,과장,10년+,2025-09,2025-09-02,1,1
GitHub,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-31,1,0.5
PyTorch,인공지능/머신러닝,3,1,4,사원,1-3년,2025-08,2025-08-29,1,0.25
C,HW/임베디드,4,2,5,대리,3-5년,2025-09,2025-09-07,1,1
Bootstrap,프론트엔드 개발자,5,3,15,대리,3-5년,2025-09,2025-09-02,1,1
C#,SW/솔루션,3,2,7,사원,1-3년,2025-09,2025-09-03,1,1
RESTAPI,서버/백엔드 개발자,3,2,7,사원,1-3년,2025-09,2025-09-03,1,0.3333333333333333
PCB,HW/임베디드,5,3,12,대리,3-5년,2025-09,2025-09-07,1,1
Verilog,HW/임베디드,15,13,20,차장,10년+,2025-09,2025-09-07,1,1
ClassicASP,서버/백엔드 개발자,4,3,5,대리,3-5년,2025-09,2025-09-05,1,1
C#,서버/백엔드 개발자,4,3,5,대리,3-5년,2025-09,2025-09-05,1,1
React,프론트엔드 개발자,4,3,7,대리,3-5년,2025-09,2025-09-05,1,1
FastAPI,서버/백엔드 개발자,6,5,10,대리,5-10년,2025-09,2025-09-06,1,1
MariaDB,서버/백엔드 개발자,12,10,20,과장,10년+,2025-09,2025-09-06,1,0.5
C,HW/임베디드,3,1,8,사원,1-3년,2025-09,2025-09-05,1,1
EmbeddedLinux,SW/솔루션,5,3,12,대리,3-5년,2025-09,2025-09-08,1,0.3333333333333333
OpenCV,SW/솔루션,4,3,5,대리,3-5년,2025-09,2025-09-09,1,1
Network,기술지원,5,3,6,대리,3-5년,2025-09,2025-09-01,1,0.5
Git,크로스플랫폼 앱개발자,0,0,0,신입,신입,2025-08,2025-08-14,1,1
JavaScript,프론트엔드 개발자,8,6,12,과장,5-10년,2025-08,2025-08-12,1,1
Tableau,인공지능/머신러닝,6,5,10,대리,5-10년,2025-08,2025-08-13,1,0.5
AI/인공지능,인공지능/머신러닝,4,2,10,대리,3-5년,2025-08,2025-08-13,1,1
RESTAPI,기술지원,5,3,10,대리,3-5년,2025-08,2025-08-13,1,1
Terraform,웹 풀스택 개발자,9,7,15,과장,5-10년,2025-08,2025-08-17,1,0.5
Neo4j,DevOps/시스템 엔지니어,3,1,15,사원,1-3년,2025-08,2025-08-14,1,1
Linux,서버/백엔드 개발자,4,3,7,대리,3-5년,2025-08,2025-08-14,1,1
TypeScript,웹 풀스택 개발자,3,1,10,사원,1-3년,2025-08,2025-08-19,1,0.3333333333333333
SpringBoot,DevOps/시스템 엔지니어,7,5,12,과장,5-10년,2025-08,2025-08-18,1,1
Transformers,인공지능/머신러닝,5,3,10,대리,3-5년,2025-08,2025-08-20,1,0.5
PyTorch,HW/임베디드,11,10,15,과장,10년+,2025-08,2025-08-19,1,0.5
React,서버/백엔드 개발자,5,3,10,대리,3-5년,2025-08,2025-08-19,1,0.5
Oracle,개발 PM,9,8,12,과장,5-10년,2025-08,2025-08-21,1,0.5
Git,기술지원,3,2,7,사원,1-3년,2025-08,2025-08-20,1,1
Konva,프론트엔드 개발자,4,2,15,대리,3-5년,2025-08,2025-08-21,1,1
AWS,SW/솔루션,6,4,10,대리,5-10년,2025-08,2025-08-29,1,1
PCB,HW/임베디드,4,3,5,대리,3-5년,2025-08,2025-08-30,1,1
Java,서버/백엔드 개발자,16,15,20,부장,10년+,2025-09,2025-09-02,1,1
SW,SW/솔루션,6,4,7,대리,5-10년,2025-09,2025-09-03,1,1
C++,DevOps/시스템 엔지니어,2,1,5,사원,1-3년,2025-09,2025-09-03,1,1
jQuery,웹퍼블리셔,4,2,5,대리,3-5년,2025-09,2025-09-03,1,1
MongoDB,서버/백엔드 개발자,4,2,5,대리,3-5년,2025-09,2025-09-08,1,1
Python,SW/솔루션,6,5,10,대리,5-10년,2025-09,2025-09-06,1,1
PyTorch,인공지능/머신러닝,7,6,10,과장,5-10년,2025-09,2025-09-06,1,1
Python,인공지능/머신러닝,9,8,10,과장,5-10년,2025-09,2025-09-07,1,0.25
Docker,SW/솔루션,5,3,20,대리,3-5년,2025-09,2025-09-09,1,0.5
MariaDB,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-13,1,1
C,SW/솔루션,14,13,15,차장,10년+,2025-08,2025-08-15,1,1
AzureDevOps,DevOps/시스템 엔지니어,5,3,15,대리,3-5년,2025-08,2025-08-19,1,1
NoSql,서버/백엔드 개발자,4,3,7,대리,3-5년,2025-08,2025-08-11,1,1
JavaScript,인공지능/머신러닝,5,3,10,대리,3-5년,2025-08,2025-08-16,1,1
MariaDB,DevOps/시스템 엔지니어,6,5,10,대리,5-10년,2025-08,2025-08-12,1,1
Oracle,DevOps/시스템 엔지니어,4,3,5,대리,3-5년,2025-08,2025-08-19,1,1
Laravel,기술지원,12,10,13,과장,10년+,2025-08,2025-08-20,1,1
AI/인공지능,기술지원,3,2,7,사원,1-3년,2025-08,2025-08-20,1,1
Kubernetes,기술지원,3,2,7,사원,1-3년,2025-08,2025-08-20,1,1
Flutter,프론트엔드 개발자,5,3,20,대리,3-5년,2025-08,2025-08-24,1,1
Embedded,HW/임베디드,4,2,5,대리,3-5년,2025-08,2025-08-26,1,1
Infra,DevOps/시스템 엔지니어,8,7,12,과장,5-10년,2025-08,2025-08-28,1,0.5
SpringBoot,DevOps/시스템 엔지니어,6,5,10,대리,5-10년,2025-08,2025-08-27,1,0.5
MySQL,서버/백엔드 개발자,4,3,7,대리,3-5년,2025-09,2025-09-01,1,0.5
JavaScript,프론트엔드 개발자,9,8,12,과장,5-10년,2025-09,2025-09-01,1,1
GitHub,프론트엔드 개발자,14,13,15,차장,10년+,2025-09,2025-09-01,1,1
RTOS,HW/임베디드,10,9,11,과장,5-10년,2025-08,2025-08-29,1,1
Network,정보보안 담당자,7,5,20,과장,5-10년,2025-08,2025-08-29,1,1
Docker,인공지능/머신러닝,3,1,10,사원,1-3년,2025-08,2025-08-31,1,1
FW,HW/임베디드,6,4,15,대리,5-10년,2025-09,2025-09-01,1,1
JavaScript,서버/백엔드 개발자,7,5,20,과장,5-10년,2025-09,2025-09-01,1,1
EmbeddedLinux,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-31,1,0.5
CSS3,프론트엔드 개발자,4,2,5,대리,3-5년,2025-08,2025-08-31,1,1
Babel,프론트엔드 개발자,3,1,10,사원,1-3년,2025-09,2025-09-01,1,1
Figma,서버/백엔드 개발자,10,8,15,과장,5-10년,2025-09,2025-09-01,1,1
GitHub,서버/백엔드 개발자,9,7,15,과장,5-10년,2025-09,2025-09-01,1,1
Git,서버/백엔드 개발자,7,6,10,과장,5-10년,2025-09,2025-09-01,1,1
MySQL,SW/솔루션,3,2,7,사원,1-3년,2025-09,2025-09-03,1,1
C++,SW/솔루션,2,1,3,사원,1-3년,2025-09,2025-09-03,1,1
OpenStack,SW/솔루션,3,1,7,사원,1-3년,2025-09,2025-09-04,1,1
iOS,안드로이드 개발자,4,2,15,대리,3-5년,2025-09,2025-09-04,1,0.3333333333333333
PCB,HW/임베디드,0,0,0,신입,신입,2025-09,2025-09-08,1,1
Mfc,SW/솔루션,14,13,15,차장,10년+,2025-09,2025-09-06,1,1
WebSocket,서버/백엔드 개발자,5,3,6,대리,3-5년,2025-09,2025-09-06,1,1
MachineLearning,인공지능/머신러닝,0,0,0,신입,신입,2025-09,2025-09-07,1,0.25
Python,서버/백엔드 개발자,12,10,20,과장,10년+,2025-09,2025-09-06,1,0.5
MachineLearning,SW/솔루션,12,10,20,과장,10년+,2025-09,2025-09-09,1,0.25
AWS,서버/백엔드 개발자,7,5,15,과장,5-10년,2025-09,2025-09-08,1,1
JavaScript,서버/백엔드 개발자,4,3,5,대리,3-5년,2025-09,2025-09-09,1,0.3333333333333333
Kafka,서버/백엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-14,1,1
GraphQL,서버/백엔드 개발자,4,2,5,대리,3-5년,2025-08,2025-08-19,1,1
AndroidOS,HW/임베디드,16,15,20,부장,10년+,2025-08,2025-08-19,1,0.5
Oracle,DevOps/시스템 엔지니어,5,3,10,대리,3-5년,2025-08,2025-08-20,1,0.5
C#,DevOps/시스템 엔지니어,7,6,8,과장,5-10년,2025-08,2025-08-19,1,1
PyTorch,서버/백엔드 개발자,4,3,7,대리,3-5년,2025-08,2025-08-20,1,1
TailwindCSS,프론트엔드 개발자,5,3,10,대리,3-5년,2025-08,2025-08-22,1,1
C++,인공지능/머신러닝,0,0,0,신입,신입,2025-08,2025-08-21,1,1
3DRendering,인공지능/머신러닝,0,0,0,신입,신입,2025-08,2025-08-21,1,1
TensorFlow,인공지능/머신러닝,5,3,10,대리,3-5년,2025-08,2025-08-21,1,1
RESTAPI,프론트엔드 개발자,7,5,15,과장,5-10년,2025-08,2025-08-26,1,0.3333333333333333
EmbeddedLinux,SW/솔루션,9,7,10,과장,5-10년,2025-08,2025-08-27,1,1
jQuery,프론트엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-31,1,1
MySQL,웹 풀스택 개발자,14,13,15,차장,10년+,2025-08,2025-08-31,1,0.2
Oracle,DBA,9,7,20,과장,5-10년,2025-09,2025-09-01,1,1
Oracle,SW/솔루션,4,3,5,대리,3-5년,2025-09,2025-09-01,3,3
MySQL,서버/백엔드 개발자,9,8,12,과장,5-10년,2025-08,2025-08-30,1,0.5
Pandas,빅데이터 엔지니어,14,12,15,차장,10년+,2025-08,2025-08-31,1,1
FW,서버/백엔드 개발자,5,3,10,대리,3-5년,2025-09,2025-09-01,1,0.5
Jira,프론트엔드 개발자,10,8,11,과장,5-10년,2025-09,2025-09-04,1,1
VisualStudio,SW/솔루션,13,11,20,차장,10년+,2025-09,2025-09-04,1,0.5
Git,서버/백엔드 개발자,10,8,15,과장,5-10년,2025-09,2025-09-04,1,1
HW,개발 PM,2,1,3,사원,1-3년,2025-09,2025-09-05,1,0.3333333333333333
Argo,서버/백엔드 개발자,9,7,20,과장,5-10년,2025-09,2025-09-07,1,0.3333333333333333
Django,서버/백엔드 개발자,4,2,5,대리,3-5년,2025-09,2025-09-08,1,1
NGINX,서버/백엔드 개발자,7,6,10,과장,5-10년,2025-09,2025-09-08,1,1
Redux,프론트엔드 개발자,7,5,20,과장,5-10년,2025-09,2025-09-09,1,1
HTML5,서버/백엔드 개발자,12,10,20,과장,10년+,2025-09,2025-09-06,1,0.5
AI/인공지능,인공지능/머신러닝,6,5,10,대리,5-10년,2025-09,2025-09-06,1,1
Gradle,기술지원,7,5,12,과장,5-10년,2025-09,2025-09-08,1,0.5
Java,SW/솔루션,3,1,4,사원,1-3년,2025-09,2025-09-08,1,1
DeepLearning,인공지능/머신러닝,5,3,20,대리,3-5년,2025-09,2025-09-09,1,1
C++,SW/솔루션,14,13,15,차장,10년+,2025-08,2025-08-15,1,1
AzureSynapse,DevOps/시스템 엔지니어,5,3,15,대리,3-5년,2025-08,2025-08-11,1,1
C#,SW/솔루션,4,2,15,대리,3-5년,2025-08,2025-08-11,1,1
MachineLearning,인공지능/머신러닝,6,5,10,대리,5-10년,2025-08,2025-08-16,1,1
C#,서버/백엔드 개발자,4,3,7,대리,3-5년,2025-08,2025-08-14,1,1
Infra,DevOps/시스템 엔지니어,5,3,12,대리,3-5년,2025-08,2025-08-16,1,1
NoSql,DevOps/시스템 엔지니어,4,2,5,대리,3-5년,2025-08,2025-08-19,1,1
Kafka,서버/백엔드 개발자,6,4,10,대리,5-10년,2025-08,2025-08-20,1,0.5
Backendless,서버/백엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-20,1,1
JavaScript,프론트엔드 개발자,7,5,15,과장,5-10년,2025-08,2025-08-24,1,1
ethernet,HW/임베디드,9,7,20,과장,5-10년,2025-08,2025-08-22,1,1
Git,인공지능/머신러닝,4,2,5,대리,3-5년,2025-08,2025-08-22,1,1
C++,HW/임베디드,4,2,5,대리,3-5년,2025-09,2025-09-01,1,1
Windows,DevOps/시스템 엔지니어,3,1,18,사원,1-3년,2025-08,2025-08-25,1,1
Embedded,HW/임베디드,0,0,0,신입,신입,2025-08,2025-08-26,1,1
Git,서버/백엔드 개발자,4,2,5,대리,3-5년,2025-08,2025-08-26,1,1
Spring,인공지능/머신러닝,0,0,0,신입,신입,2025-08,2025-08-27,1,1
Airflow,빅데이터 엔지니어,9,7,20,과장,5-10년,2025-08,2025-08-27,1,1
Spring,서버/백엔드 개발자,5,4,6,대리,3-5년,2025-08,2025-08-27,1,1
TCP/IP,HW/임베디드,6,4,15,대리,5-10년,2025-09,2025-09-01,1,1
Linux,DevOps/시스템 엔지니어,5,3,10,대리,3-5년,2025-09,2025-09-01,1,0.5
Network,기술지원,0,0,0,신입,신입,2025-09,2025-09-01,1,0.5
CISSP,기술지원,6,5,10,대리,5-10년,2025-09,2025-09-01,1,0.5
ApacheHTTPServer,SW/솔루션,11,9,15,과장,10년+,2025-09,2025-09-01,1,1
L7,기술지원,5,3,9,대리,3-5년,2025-09,2025-09-01,1,0.5
L4,기술지원,9,7,10,과장,5-10년,2025-09,2025-09-01,1,0.5
AR,HW/임베디드,0,0,0,신입,신입,2025-09,2025-09-03,1,0.3333333333333333
jQuery,웹퍼블리셔,11,10,15,과장,10년+,2025-09,2025-09-03,1,1
RESTAPI,웹 풀스택 개발자,16,15,20,부장,10년+,2025-09,2025-09-04,1,0.5
Electron,SW/솔루션,2,1,3,사원,1-3년,2025-09,2025-09-07,1,0.5
FPGA,HW/임베디드,5,3,15,대리,3-5년,2025-09,2025-09-06,1,1
TensorFlow,인공지능/머신러닝,5,3,10,대리,3-5년,2025-08,2025-08-13,1,0.25
Python,DevOps/시스템 엔지니어,5,3,15,대리,3-5년,2025-08,2025-08-19,1,1
Jira,QA 엔지니어,16,15,20,부장,10년+,2025-08,2025-08-11,1,1
ES6,서버/백엔드 개발자,3,1,15,사원,1-3년,2025-08,2025-08-11,1,1
.NET,SW/솔루션,5,3,15,대리,3-5년,2025-08,2025-08-11,2,2
Redux,프론트엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-13,1,1
Flutter,기술지원,5,3,10,대리,3-5년,2025-08,2025-08-13,1,1
Git,iOS 개발자,16,15,20,부장,10년+,2025-08,2025-08-18,1,0.5
C++,SW/솔루션,11,10,15,과장,10년+,2025-08,2025-08-18,1,1
TypeScript,게임 클라이언트 개발자,3,1,15,사원,1-3년,2025-08,2025-08-18,1,0.5
Vite,프론트엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-18,1,1
C++,블록체인,4,2,10,대리,3-5년,2025-08,2025-08-20,1,0.5
JavaScript,서버/백엔드 개발자,4,3,7,대리,3-5년,2025-08,2025-08-19,1,1
NoSql,서버/백엔드 개발자,7,5,15,과장,5-10년,2025-08,2025-08-19,1,0.5
Node.js,서버/백엔드 개발자,2,1,3,사원,1-3년,2025-08,2025-08-28,1,1
SpringFramework,빅데이터 엔지니어,3,1,10,사원,1-3년,2025-08,2025-08-19,1,1
Python,서버/백엔드 개발자,6,4,20,대리,5-10년,2025-08,2025-08-24,1,0.5
Swift,크로스플랫폼 앱개발자,7,5,20,과장,5-10년,2025-08,2025-08-25,2,2
MongoDB,빅데이터 엔지니어,9,7,10,과장,5-10년,2025-08,2025-08-22,1,1
Linux,DevOps/시스템 엔지니어,2,1,5,사원,1-3년,2025-08,2025-08-26,1,1
DeepLearning,인공지능/머신러닝,5,3,10,대리,3-5년,2025-08,2025-08-27,1,1
Chart.js,프론트엔드 개발자,9,7,20,과장,5-10년,2025-08,2025-08-30,1,1
TCP/IP,프론트엔드 개발자,5,3,20,대리,3-5년,2025-09,2025-09-01,1,1
PyTorch,인공지능/머신러닝,7,6,8,과장,5-10년,2025-08,2025-08-31,1,1
PyTorch,빅데이터 엔지니어,6,4,15,대리,5-10년,2025-09,2025-09-01,1,0.5
SW,SW/솔루션,5,3,20,대리,3-5년,2025-09,2025-09-01,1,0.5
Node.js,DevOps/시스템 엔지니어,7,6,8,과장,5-10년,2025-09,2025-09-01,2,1.5
AZURE,DevOps/시스템 엔지니어,4,3,8,대리,3-5년,2025-09,2025-09-01,1,1
MCU,HW/임베디드,12,11,15,과장,10년+,2025-09,2025-09-03,1,1
.NET,SW/솔루션,7,6,10,과장,5-10년,2025-09,2025-09-04,1,0.5
C++,DevOps/시스템 엔지니어,4,3,5,대리,3-5년,2025-09,2025-09-03,1,0.5
ROS,SW/솔루션,0,0,0,신입,신입,2025-09,2025-09-03,1,0.25
Linux,SW/솔루션,0,0,0,신입,신입,2025-09,2025-09-04,1,1
AWS,DevOps/시스템 엔지니어,5,3,10,대리,3-5년,2025-09,2025-09-09,1,1
Java,웹 풀스택 개발자,11,10,14,과장,10년+,2025-09,2025-09-04,1,0.5
FPGA,HW/임베디드,11,10,15,과장,10년+,2025-09,2025-09-08,1,1
SW,SW/솔루션,12,10,20,과장,10년+,2025-09,2025-09-05,1,0.5
React,서버/백엔드 개발자,5,3,10,대리,3-5년,2025-09,2025-09-09,1,1
Node.js,서버/백엔드 개발자,3,2,6,사원,1-3년,2025-08,2025-08-11,2,2
C++,HW/임베디드,0,0,0,신입,신입,2025-08,2025-08-19,1,0.5
Embedded,HW/임베디드,3,1,4,사원,1-3년,2025-08,2025-08-11,1,1
RTOS,HW/임베디드,3,1,4,사원,1-3년,2025-08,2025-08-11,1,1
PHP,서버/백엔드 개발자,7,5,20,과장,5-10년,2025-08,2025-08-17,1,1
jQuery,기술지원,8,7,9,과장,5-10년,2025-08,2025-08-12,1,1
CentOS,SW/솔루션,5,3,12,대리,3-5년,2025-08,2025-08-13,1,1
iOS,iOS 개발자,2,1,5,사원,1-3년,2025-08,2025-08-16,1,1
React,iOS 개발자,9,7,10,과장,5-10년,2025-08,2025-08-14,1,0.5
EntityFramework,DBA,5,3,15,대리,3-5년,2025-08,2025-08-14,1,1
AI/인공지능,기술지원,0,0,0,신입,신입,2025-08,2025-08-15,1,1
Orcad,HW/임베디드,4,3,5,대리,3-5년,2025-08,2025-08-18,1,1
Linux,DevOps/시스템 엔지니어,3,1,10,사원,1-3년,2025-08,2025-08-20,1,1
SQLite,정보보안 담당자,5,3,10,대리,3-5년,2025-08,2025-08-19,1,1
Terraform,DevOps/시스템 엔지니어,4,2,5,대리,3-5년,2025-08,2025-08-19,1,1
Git,HW/임베디드,5,3,20,대리,3-5년,2025-08,2025-08-24,1,1
FastAPI,서버/백엔드 개발자,7,5,15,과장,5-10년,2025-08,2025-08-26,1,1
ApacheTomcat,인공지능/머신러닝,0,0,0,신입,신입,2025-08,2025-08-27,1,1
SQL,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-28,1,0.5
MachineLearning,인공지능/머신러닝,4,3,5,대리,3-5년,2025-08,2025-08-30,1,1
C,서버/백엔드 개발자,5,3,10,대리,3-5년,2025-09,2025-09-01,1,0.5
Snort,서버/백엔드 개발자,5,3,10,대리,3-5년,2025-09,2025-09-01,1,0.5
C,기술지원,5,3,20,대리,3-5년,2025-09,2025-09-01,1,1
JSP,서버/백엔드 개발자,8,7,9,과장,5-10년,2025-09,2025-09-02,1,1
Pads,SW/솔루션,3,1,10,사원,1-3년,2025-09,2025-09-03,1,0.5
C,HW/임베디드,7,5,12,과장,5-10년,2025-09,2025-09-04,1,1
ReactNative,DevOps/시스템 엔지니어,6,5,10,대리,5-10년,2025-09,2025-09-04,1,1
Java,안드로이드 개발자,5,3,10,대리,3-5년,2025-09,2025-09-06,1,1
SW,정보보안 담당자,0,0,0,신입,신입,2025-09,2025-09-04,1,0.25
L3,SW/솔루션,14,12,20,차장,10년+,2025-09,2025-09-05,1,0.3333333333333333
Python,빅데이터 엔지니어,4,2,15,대리,3-5년,2025-09,2025-09-08,1,1
Linux,SW/솔루션,0,0,0,신입,신입,2025-09,2025-09-09,1,0.5
Docker,서버/백엔드 개발자,3,2,6,사원,1-3년,2025-08,2025-08-11,1,1
Spring,서버/백엔드 개발자,4,2,5,대리,3-5년,2025-08,2025-08-15,1,1
Java,서버/백엔드 개발자,9,8,10,과장,5-10년,2025-08,2025-08-16,1,1
Next.js,프론트엔드 개발자,6,5,10,대리,5-10년,2025-08,2025-08-13,1,1
React,서버/백엔드 개발자,16,15,20,부장,10년+,2025-08,2025-08-13,1,1
ReactNative,웹 풀스택 개발자,9,7,15,과장,5-10년,2025-08,2025-08-17,1,0.5
Python,SW/솔루션,7,5,20,과장,5-10년,2025-08,2025-08-15,1,1
AndroidOS,iOS 개발자,0,0,0,신입,신입,2025-08,2025-08-14,1,0.5
C++,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-14,1,1
Python,빅데이터 엔지니어,11,10,15,과장,10년+,2025-08,2025-08-16,1,0.5
Kafka,DevOps/시스템 엔지니어,4,2,5,대리,3-5년,2025-08,2025-08-19,1,1
SpringFramework,프론트엔드 개발자,4,2,10,대리,3-5년,2025-08,2025-08-19,1,1
AWS,서버/백엔드 개발자,7,5,15,과장,5-10년,2025-08,2025-08-20,1,1
CSS3,프론트엔드 개발자,4,3,7,대리,3-5년,2025-08,2025-08-20,1,1
AWS,서버/백엔드 개발자,4,2,10,대리,3-5년,2025-08,2025-08-22,2,2
VHDL,HW/임베디드,6,5,7,대리,5-10년,2025-08,2025-08-21,1,1
NLP,빅데이터 엔지니어,0,0,0,신입,신입,2025-08,2025-08-21,1,1
Git,프론트엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-21,1,1
AI/인공지능,서버/백엔드 개발자,7,6,8,과장,5-10년,2025-08,2025-08-25,1,0.5
React.jsBoilerplate,프론트엔드 개발자,4,3,7,대리,3-5년,2025-08,2025-08-22,1,1
MATLAB,HW/임베디드,4,2,5,대리,3-5년,2025-09,2025-09-01,1,1
JavaScript,크로스플랫폼 앱개발자,3,2,3,사원,1-3년,2025-09,2025-09-01,1,1
Redis,인공지능/머신러닝,5,3,10,대리,3-5년,2025-08,2025-08-22,1,1
Firebase,SW/솔루션,4,3,7,대리,3-5년,2025-08,2025-08-25,1,1
Oracle,서버/백엔드 개발자,6,5,7,대리,5-10년,2025-08,2025-08-26,2,2
PyTorch,인공지능/머신러닝,4,2,10,대리,3-5년,2025-08,2025-08-28,1,1
Python,DevOps/시스템 엔지니어,17,16,20,부장,10년+,2025-09,2025-09-01,2,1.5
ERP,기술지원,9,7,20,과장,5-10년,2025-09,2025-09-01,1,1
Vue.js,웹 풀스택 개발자,11,10,12,과장,10년+,2025-08,2025-08-31,1,0.25
C++,SW/솔루션,4,2,10,대리,3-5년,2025-08,2025-08-31,2,0.6666666666666666
TypeScript,빅데이터 엔지니어,5,3,6,대리,3-5년,2025-08,2025-08-31,1,1
PCB,SW/솔루션,2,1,2,사원,1-3년,2025-08,2025-08-29,1,0.5
Linear,서버/백엔드 개발자,3,2,4,사원,1-3년,2025-09,2025-09-01,1,1
Next.js,서버/백엔드 개발자,6,5,7,대리,5-10년,2025-09,2025-09-01,1,1
