posting_tech_stack_one,job_category_kor_one,require_experience_single_year,exp_min,exp_max,require_experience_role,require_experience_band_kr,posting_start_month_key,posting_start_date_key,posting_count_s,posting_share_s
PHP,SW/솔루션,3,1,10,사원,1-3년,2025-09,2025-09-01,1,0.5
Git,SW/솔루션,5,3,10,대리,3-5년,2025-09,2025-09-01,2,1.5
L3,기술지원,5,3,9,대리,3-5년,2025-09,2025-09-01,1,0.5
MySQL,서버/백엔드 개발자,11,10,12,과장,10년+,2025-09,2025-09-02,1,1
Django,서버/백엔드 개발자,7,6,10,과장,5-10년,2025-09,2025-09-01,1,1
RTOS,HW/임베디드,9,7,15,과장,5-10년,2025-09,2025-09-02,1,1
ASIC,블록체인,11,10,14,과장,10년+,2025-09,2025-09-08,1,0.5
MES,HW/임베디드,16,15,20,부장,10년+,2025-09,2025-09-06,1,1
Java,안드로이드 개발자,9,7,20,과장,5-10년,2025-09,2025-09-05,1,1
Shell,서버/백엔드 개발자,4,3,7,대리,3-5년,2025-09,2025-09-09,1,0.5
AZURE,DevOps/시스템 엔지니어,4,2,5,대리,3-5년,2025-08,2025-08-13,1,1
QA,QA 엔지니어,16,15,20,부장,10년+,2025-08,2025-08-11,1,1
C#,SW/솔루션,6,4,15,대리,5-10년,2025-08,2025-08-11,1,1
GitLab,기술지원,11,10,12,과장,10년+,2025-08,2025-08-12,1,1
C++,SW/솔루션,8,6,9,과장,5-10년,2025-08,2025-08-18,1,1
React,iOS 개발자,3,2,4,사원,1-3년,2025-08,2025-08-14,1,0.5
Elasticsearch,DevOps/시스템 엔지니어,3,1,15,사원,1-3년,2025-08,2025-08-14,1,1
AngularJS,SW/솔루션,3,1,7,사원,1-3년,2025-08,2025-08-16,1,1
jQuery,SW/솔루션,3,1,7,사원,1-3년,2025-08,2025-08-16,1,1
TensorFlow,서버/백엔드 개발자,7,5,20,과장,5-10년,2025-08,2025-08-18,1,1
SpringBoot,서버/백엔드 개발자,6,4,13,대리,5-10년,2025-08,2025-08-18,1,0.5
SpringBoot,프론트엔드 개발자,6,4,10,대리,5-10년,2025-08,2025-08-20,1,1
Python,인공지능/머신러닝,0,0,0,신입,신입,2025-08,2025-08-21,2,2
TypeScript,서버/백엔드 개발자,4,2,10,대리,3-5년,2025-08,2025-08-22,2,2
MSSQL,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-22,1,0.2
React.jsBoilerplate,프론트엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-22,1,1
XML,서버/백엔드 개발자,7,5,15,과장,5-10년,2025-08,2025-08-23,1,0.5
C#,SW/솔루션,5,3,15,대리,3-5년,2025-08,2025-08-27,2,1
Flask,서버/백엔드 개발자,7,5,15,과장,5-10년,2025-08,2025-08-26,1,1
ApacheTomcat,빅데이터 엔지니어,0,0,0,신입,신입,2025-08,2025-08-27,1,0.5
Confluence,QA 엔지니어,2,1,3,사원,1-3년,2025-08,2025-08-28,1,1
ES6,프론트엔드 개발자,9,8,12,과장,5-10년,2025-09,2025-09-01,1,1
React,프론트엔드 개발자,4,2,5,대리,3-5년,2025-08,2025-08-31,1,1
MongoDB,인공지능/머신러닝,5,3,10,대리,3-5년,2025-08,2025-08-29,1,1
Linux,DBA,3,1,10,사원,1-3년,2025-09,2025-09-01,1,1
DockerCloud,DevOps/시스템 엔지니어,9,7,15,과장,5-10년,2025-09,2025-09-01,1,1
C,서버/백엔드 개발자,5,3,15,대리,3-5년,2025-09,2025-09-01,1,1
Next.js,서버/백엔드 개발자,3,2,4,사원,1-3년,2025-09,2025-09-01,1,1
Kafka,DevOps/시스템 엔지니어,4,3,5,대리,3-5년,2025-09,2025-09-02,1,1
Firebase,안드로이드 개발자,4,2,15,대리,3-5년,2025-09,2025-09-04,1,0.3333333333333333
GitHub,웹 풀스택 개발자,16,15,20,부장,10년+,2025-09,2025-09-04,1,0.5
Notion,인공지능/머신러닝,5,3,6,대리,3-5년,2025-09,2025-09-06,1,1
MSSQL,서버/백엔드 개발자,4,3,5,대리,3-5년,2025-09,2025-09-05,1,1
C,SW/솔루션,7,6,10,과장,5-10년,2025-09,2025-09-08,1,0.5
PCB,SW/솔루션,4,3,5,대리,3-5년,2025-09,2025-09-09,1,1
SpringBoot,서버/백엔드 개발자,3,2,6,사원,1-3년,2025-08,2025-08-11,1,1
Python,인공지능/머신러닝,5,3,10,대리,3-5년,2025-08,2025-08-13,1,0.25
AI/인공지능,DevOps/시스템 엔지니어,3,1,20,사원,1-3년,2025-08,2025-08-11,1,0.5
Linux,HW/임베디드,6,5,10,대리,5-10년,2025-08,2025-08-12,1,1
AndroidStudio,크로스플랫폼 앱개발자,9,7,10,과장,5-10년,2025-08,2025-08-16,1,1
JavaScript,프론트엔드 개발자,7,5,20,과장,5-10년,2025-08,2025-08-18,1,1
Kubernetes,인공지능/머신러닝,5,3,20,대리,3-5년,2025-08,2025-08-19,3,3
Kubernetes,인공지능/머신러닝,4,2,10,대리,3-5년,2025-08,2025-08-22,1,0.5
Java,SW/솔루션,7,5,15,과장,5-10년,2025-08,2025-08-22,1,1
Python,HW/임베디드,4,2,5,대리,3-5년,2025-09,2025-09-01,1,1
MicrosoftTeams,인공지능/머신러닝,6,5,7,대리,5-10년,2025-08,2025-08-26,1,1
SAP,SW/솔루션,5,3,20,대리,3-5년,2025-08,2025-08-30,1,0.5
React,프론트엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-29,1,1
AI/인공지능,인공지능/머신러닝,5,4,6,대리,3-5년,2025-08,2025-08-30,1,1
AndroidOS,SW/솔루션,2,1,5,사원,1-3년,2025-09,2025-09-03,1,1
Orcad,HW/임베디드,2,1,3,사원,1-3년,2025-09,2025-09-03,1,1
PostgreSQL,DBA,3,1,10,사원,1-3년,2025-09,2025-09-01,1,1
Network,정보보안 담당자,5,3,20,대리,3-5년,2025-09,2025-09-01,1,1
RESTAPI,DevOps/시스템 엔지니어,4,3,5,대리,3-5년,2025-09,2025-09-02,1,1
PostgreSQL,서버/백엔드 개발자,5,3,20,대리,3-5년,2025-09,2025-09-03,1,1
EmbeddedLinux,HW/임베디드,7,6,10,과장,5-10년,2025-09,2025-09-03,1,1
Slack,SW/솔루션,2,1,5,사원,1-3년,2025-09,2025-09-04,1,0.5
RESTAPI,서버/백엔드 개발자,3,2,6,사원,1-3년,2025-09,2025-09-03,1,0.3333333333333333
jQuery,웹퍼블리셔,8,6,9,과장,5-10년,2025-09,2025-09-03,1,1
Git,프론트엔드 개발자,6,4,12,대리,5-10년,2025-09,2025-09-04,1,1
GitLab,서버/백엔드 개발자,9,7,20,과장,5-10년,2025-09,2025-09-07,1,0.3333333333333333
SW,개발 PM,9,7,20,과장,5-10년,2025-09,2025-09-08,1,0.5
Verilog,HW/임베디드,11,10,15,과장,10년+,2025-09,2025-09-08,1,1
FW,HW/임베디드,17,16,20,부장,10년+,2025-09,2025-09-08,2,2
React.jsBoilerplate,프론트엔드 개발자,4,3,7,대리,3-5년,2025-09,2025-09-05,1,1
HALCON,SW/솔루션,12,10,20,과장,10년+,2025-09,2025-09-09,1,0.25
Spring,서버/백엔드 개발자,5,3,15,대리,3-5년,2025-09,2025-09-09,1,1
Docker,프론트엔드 개발자,5,3,15,대리,3-5년,2025-09,2025-09-01,1,1
Flask,안드로이드 개발자,2,1,5,사원,1-3년,2025-08,2025-08-14,1,1
Linux,SW/솔루션,5,3,13,대리,3-5년,2025-08,2025-08-16,1,0.3333333333333333
C++,SW/솔루션,3,1,10,사원,1-3년,2025-08,2025-08-18,1,0.5
Oracle,DevOps/시스템 엔지니어,9,7,10,과장,5-10년,2025-08,2025-08-18,1,1
ReactNative,빅데이터 엔지니어,3,1,10,사원,1-3년,2025-08,2025-08-19,1,1
Network,DevOps/시스템 엔지니어,11,10,15,과장,10년+,2025-08,2025-08-22,1,0.5
PHP,기술지원,8,6,9,과장,5-10년,2025-08,2025-08-20,1,1
gRPC,빅데이터 엔지니어,3,2,7,사원,1-3년,2025-08,2025-08-20,1,1
PyTorch,인공지능/머신러닝,0,0,0,신입,신입,2025-08,2025-08-21,1,1
Redux,iOS 개발자,7,5,15,과장,5-10년,2025-08,2025-08-24,1,0.5
Pads,HW/임베디드,9,7,20,과장,5-10년,2025-08,2025-08-22,1,1
Kubernetes,DevOps/시스템 엔지니어,3,1,18,사원,1-3년,2025-08,2025-08-25,1,1
Java,인공지능/머신러닝,5,4,6,대리,3-5년,2025-08,2025-08-27,1,1
SW,SW/솔루션,6,5,7,대리,5-10년,2025-08,2025-08-27,1,1
CSS3,프론트엔드 개발자,11,10,12,과장,10년+,2025-08,2025-08-28,1,1
Shell,정보보안 담당자,7,5,20,과장,5-10년,2025-08,2025-08-29,1,1
PHP,프론트엔드 개발자,8,6,9,과장,5-10년,2025-08,2025-08-29,2,2
Docker,인공지능/머신러닝,9,7,10,과장,5-10년,2025-08,2025-08-30,1,1
Node.js,빅데이터 엔지니어,5,3,6,대리,3-5년,2025-08,2025-08-31,1,1
Redux,프론트엔드 개발자,3,1,10,사원,1-3년,2025-09,2025-09-01,1,1
WindowsTerminal,서버/백엔드 개발자,5,3,10,대리,3-5년,2025-09,2025-09-01,1,0.5
NestJS,서버/백엔드 개발자,3,2,4,사원,1-3년,2025-09,2025-09-01,1,1
Envoy,서버/백엔드 개발자,5,3,20,대리,3-5년,2025-09,2025-09-04,1,1
Git,HW/임베디드,9,8,10,과장,5-10년,2025-09,2025-09-03,1,1
C++,SW/솔루션,5,3,12,대리,3-5년,2025-09,2025-09-08,1,0.3333333333333333
ELK,DevOps/시스템 엔지니어,14,13,15,차장,10년+,2025-09,2025-09-08,1,1
Python,서버/백엔드 개발자,9,7,15,과장,5-10년,2025-09,2025-09-09,1,1
TypeScript,프론트엔드 개발자,4,3,5,대리,3-5년,2025-08,2025-08-22,1,1
Git,인공지능/머신러닝,5,3,10,대리,3-5년,2025-08,2025-08-13,1,0.25
AZURE,DevOps/시스템 엔지니어,5,3,15,대리,3-5년,2025-08,2025-08-19,1,1
MachineLearning,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-11,1,0.5
AI/인공지능,SW/솔루션,9,8,12,과장,5-10년,2025-08,2025-08-13,1,1
Orcad,HW/임베디드,10,8,15,과장,5-10년,2025-08,2025-08-12,2,1.5
Node.js,웹 풀스택 개발자,7,5,15,과장,5-10년,2025-08,2025-08-13,1,0.5
HW,SW/솔루션,4,3,5,대리,3-5년,2025-08,2025-08-18,1,1
HW,SW/솔루션,8,6,9,과장,5-10년,2025-08,2025-08-18,1,1
Java,기술지원,0,0,0,신입,신입,2025-08,2025-08-15,1,0.5
Oracle,DevOps/시스템 엔지니어,7,6,8,과장,5-10년,2025-08,2025-08-19,1,1
Ccie,DevOps/시스템 엔지니어,4,2,5,대리,3-5년,2025-08,2025-08-20,1,0.5
RDB,서버/백엔드 개발자,7,5,15,과장,5-10년,2025-08,2025-08-24,1,0.5
Linux,SW/솔루션,9,7,15,과장,5-10년,2025-08,2025-08-26,1,0.5
Ccna,HW/임베디드,7,6,10,과장,5-10년,2025-08,2025-08-26,1,1
HW,HW/임베디드,6,4,15,대리,5-10년,2025-09,2025-09-01,1,1
DB,DBA,17,16,20,부장,10년+,2025-08,2025-08-31,1,1
FastAPI,인공지능/머신러닝,0,0,0,신입,신입,2025-08,2025-08-29,1,1
Network,서버/백엔드 개발자,5,3,10,대리,3-5년,2025-09,2025-09-01,1,0.5
Java,서버/백엔드 개발자,6,5,7,대리,5-10년,2025-09,2025-09-06,1,1
React,서버/백엔드 개발자,0,0,0,신입,신입,2025-09,2025-09-04,1,0.5
C#,SW/솔루션,12,10,20,과장,10년+,2025-09,2025-09-07,1,0.25
Network,정보보안 담당자,7,5,12,과장,5-10년,2025-09,2025-09-08,1,0.3333333333333333
PCB,SW/솔루션,7,6,10,과장,5-10년,2025-09,2025-09-09,2,1.5
Verilog,HW/임베디드,4,2,5,대리,3-5년,2025-08,2025-08-14,1,1
FastAPI,인공지능/머신러닝,5,3,15,대리,3-5년,2025-08,2025-08-11,1,1
Java,DevOps/시스템 엔지니어,3,1,10,사원,1-3년,2025-08,2025-08-12,1,1
C++,SW/솔루션,4,3,5,대리,3-5년,2025-08,2025-08-18,1,1
Linux,SW/솔루션,3,1,7,사원,1-3년,2025-08,2025-08-14,1,1
Git,프론트엔드 개발자,6,5,10,대리,5-10년,2025-08,2025-08-18,2,2
AmazonEKS,DevOps/시스템 엔지니어,5,3,10,대리,3-5년,2025-08,2025-08-20,1,0.5
Linux,SW/솔루션,2,1,5,사원,1-3년,2025-08,2025-08-20,1,0.5
RESTAPI,서버/백엔드 개발자,4,3,7,대리,3-5년,2025-08,2025-08-23,1,1
Java,서버/백엔드 개발자,6,5,10,대리,5-10년,2025-08,2025-08-22,1,1
EmbeddedLinux,HW/임베디드,9,7,20,과장,5-10년,2025-08,2025-08-22,1,0.5
AWS,서버/백엔드 개발자,7,5,15,과장,5-10년,2025-08,2025-08-23,1,0.5
NoSql,DBA,7,5,15,과장,5-10년,2025-08,2025-08-23,1,1
AWS,크로스플랫폼 앱개발자,4,3,5,대리,3-5년,2025-08,2025-08-26,1,1
AZURE,인공지능/머신러닝,4,3,5,대리,3-5년,2025-08,2025-08-31,1,1
TensorFlow,인공지능/머신러닝,3,1,10,사원,1-3년,2025-08,2025-08-31,1,1
Python,서버/백엔드 개발자,9,8,10,과장,5-10년,2025-08,2025-08-31,2,2
AdobeTarget,SW/솔루션,7,6,8,과장,5-10년,2025-09,2025-09-01,1,1
GitLab,서버/백엔드 개발자,9,8,12,과장,5-10년,2025-08,2025-08-30,1,0.5
MySQL,DBA,3,1,10,사원,1-3년,2025-09,2025-09-01,1,1
CitrixGateway,SW/솔루션,11,9,15,과장,10년+,2025-09,2025-09-01,1,1
JavaScript,DevOps/시스템 엔지니어,7,6,8,과장,5-10년,2025-09,2025-09-01,2,1.5
AWS,서버/백엔드 개발자,9,7,15,과장,5-10년,2025-09,2025-09-01,1,1
Flask,서버/백엔드 개발자,4,3,5,대리,3-5년,2025-09,2025-09-01,1,1
MySQL,서버/백엔드 개발자,5,3,20,대리,3-5년,2025-09,2025-09-04,3,3
Shopify,프론트엔드 개발자,3,2,3,사원,1-3년,2025-09,2025-09-03,1,1
Windows,정보보안 담당자,2,1,5,사원,1-3년,2025-09,2025-09-03,1,1
Git,SW/솔루션,3,1,7,사원,1-3년,2025-09,2025-09-04,1,1
React,DevOps/시스템 엔지니어,6,5,10,대리,5-10년,2025-09,2025-09-04,1,1
C#,SW/솔루션,14,13,15,차장,10년+,2025-09,2025-09-06,1,1
PostgreSQL,서버/백엔드 개발자,7,5,20,과장,5-10년,2025-09,2025-09-08,1,1
AmazonRDS,DevOps/시스템 엔지니어,14,13,15,차장,10년+,2025-09,2025-09-08,1,1
C++,SW/솔루션,0,0,0,신입,신입,2025-09,2025-09-09,1,0.5
Windows,SW/솔루션,0,0,0,신입,신입,2025-09,2025-09-09,1,0.5
SQL,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-13,1,1
OpenCV,SW/솔루션,9,7,20,과장,5-10년,2025-08,2025-08-12,1,1
Python,정보보안 담당자,4,2,12,대리,3-5년,2025-08,2025-08-14,1,1
Embedded,SW/솔루션,8,6,9,과장,5-10년,2025-08,2025-08-18,1,1
Unity,게임 클라이언트 개발자,3,1,15,사원,1-3년,2025-08,2025-08-18,1,0.5
OpenGL,DevOps/시스템 엔지니어,3,1,10,사원,1-3년,2025-08,2025-08-20,1,1
Linux,웹 풀스택 개발자,7,5,20,과장,5-10년,2025-08,2025-08-19,1,0.3333333333333333
MySQL,서버/백엔드 개발자,7,5,15,과장,5-10년,2025-08,2025-08-20,1,1
MachineLearning,인공지능/머신러닝,5,3,10,대리,3-5년,2025-08,2025-08-22,1,1
AI/인공지능,인공지능/머신러닝,2,1,5,사원,1-3년,2025-08,2025-08-21,1,1
MachineLearning,인공지능/머신러닝,2,1,5,사원,1-3년,2025-08,2025-08-22,1,0.5
Windows,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-22,1,0.2
JavaScript,프론트엔드 개발자,5,3,20,대리,3-5년,2025-08,2025-08-24,1,1
SummitDB,인공지능/머신러닝,9,7,10,과장,5-10년,2025-08,2025-08-30,1,1
AngularJS,SW/솔루션,14,12,20,차장,10년+,2025-09,2025-09-01,1,1
TypeScript,빅데이터 엔지니어,11,10,12,과장,10년+,2025-08,2025-08-31,1,1
HTML5,DevOps/시스템 엔지니어,7,6,8,과장,5-10년,2025-09,2025-09-01,2,1.5
Python,인공지능/머신러닝,4,2,10,대리,3-5년,2025-09,2025-09-02,1,1
Windows,SW/솔루션,4,2,10,대리,3-5년,2025-09,2025-09-03,1,1
Docker,DevOps/시스템 엔지니어,7,5,8,과장,5-10년,2025-09,2025-09-03,2,1
AndroidOS,안드로이드 개발자,5,3,10,대리,3-5년,2025-09,2025-09-06,1,1
Docker,정보보안 담당자,0,0,0,신입,신입,2025-09,2025-09-04,1,0.25
C++,HW/임베디드,5,3,10,대리,3-5년,2025-09,2025-09-06,1,1
Zephyr,HW/임베디드,0,0,0,신입,신입,2025-09,2025-09-05,1,1
C,HW/임베디드,12,11,15,과장,10년+,2025-08,2025-08-14,1,1
EmbeddedLinux,HW/임베디드,0,0,0,신입,신입,2025-08,2025-08-14,1,1
C++,SW/솔루션,8,7,9,과장,5-10년,2025-08,2025-08-13,1,1
C++,SW/솔루션,8,7,9,과장,5-10년,2025-08,2025-08-15,1,1
NGINX,SW/솔루션,5,3,12,대리,3-5년,2025-08,2025-08-13,1,1
CitrixGateway,DevOps/시스템 엔지니어,3,1,10,사원,1-3년,2025-08,2025-08-17,1,0.5
AZURE,DBA,16,15,20,부장,10년+,2025-08,2025-08-18,1,1
HTML5,서버/백엔드 개발자,6,5,10,대리,5-10년,2025-08,2025-08-18,1,1
MCU,HW/임베디드,7,6,10,과장,5-10년,2025-08,2025-08-18,1,1
JavaScript,SW/솔루션,5,3,10,대리,3-5년,2025-08,2025-08-21,1,1
ERP,SW/솔루션,5,3,15,대리,3-5년,2025-08,2025-08-20,1,0.5
Python,인공지능/머신러닝,4,2,5,대리,3-5년,2025-08,2025-08-22,1,1
Git,서버/백엔드 개발자,9,7,15,과장,5-10년,2025-08,2025-08-22,1,1
Git,HW/임베디드,5,3,10,대리,3-5년,2025-08,2025-08-25,1,0.5
ERP,기술지원,9,7,20,과장,5-10년,2025-08,2025-08-26,1,1
AWS,인공지능/머신러닝,10,8,20,과장,5-10년,2025-08,2025-08-27,1,1
Ruby,서버/백엔드 개발자,8,7,8,과장,5-10년,2025-08,2025-08-27,1,1
Linux,SW/솔루션,9,8,10,과장,5-10년,2025-08,2025-08-27,1,1
DjangoRESTframework,서버/백엔드 개발자,14,13,15,차장,10년+,2025-09,2025-09-01,1,0.5
PowerBI,빅데이터 엔지니어,11,10,12,과장,10년+,2025-08,2025-08-31,1,1
JavaScript,프론트엔드 개발자,5,3,6,대리,3-5년,2025-08,2025-08-31,1,1
Django,서버/백엔드 개발자,0,0,0,신입,신입,2025-09,2025-09-01,1,1
CISSP,DevOps/시스템 엔지니어,4,3,8,대리,3-5년,2025-09,2025-09-01,1,1
JavaScript,서버/백엔드 개발자,5,3,15,대리,3-5년,2025-09,2025-09-01,1,1
Docker,DBA,4,3,8,대리,3-5년,2025-09,2025-09-02,1,1
VisualC++,SW/솔루션,5,4,6,대리,3-5년,2025-09,2025-09-02,1,1
DeepLearning,인공지능/머신러닝,0,0,0,신입,신입,2025-09,2025-09-02,3,3
Vue.js,프론트엔드 개발자,6,5,7,대리,5-10년,2025-09,2025-09-03,1,1
Linux,DevOps/시스템 엔지니어,5,3,6,대리,3-5년,2025-09,2025-09-03,1,0.5
Hack,정보보안 담당자,5,3,6,대리,3-5년,2025-09,2025-09-04,1,0.5
Kotlin,안드로이드 개발자,7,5,20,과장,5-10년,2025-09,2025-09-04,1,0.2
MES,SW/솔루션,7,5,8,과장,5-10년,2025-09,2025-09-06,1,1
React,프론트엔드 개발자,4,3,7,대리,3-5년,2025-09,2025-09-09,1,0.5
React,프론트엔드 개발자,4,3,7,대리,3-5년,2025-08,2025-08-22,1,1
C++,인공지능/머신러닝,3,1,10,사원,1-3년,2025-08,2025-08-12,5,5
EDA,DevOps/시스템 엔지니어,3,1,10,사원,1-3년,2025-08,2025-08-12,1,1
CUDA,DevOps/시스템 엔지니어,4,2,10,대리,3-5년,2025-08,2025-08-18,1,1
AndroidOS,SW/솔루션,3,1,10,사원,1-3년,2025-08,2025-08-18,1,0.5
PCB,HW/임베디드,6,5,10,대리,5-10년,2025-08,2025-08-19,1,0.5
AmazonRDS,DevOps/시스템 엔지니어,4,2,5,대리,3-5년,2025-08,2025-08-19,1,1
Python,HW/임베디드,11,10,15,과장,10년+,2025-08,2025-08-19,1,0.5
Java,서버/백엔드 개발자,6,4,10,대리,5-10년,2025-08,2025-08-20,1,0.5
SpringBoot,웹 풀스택 개발자,4,2,10,대리,3-5년,2025-08,2025-08-19,1,0.3333333333333333
Notion,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-20,1,0.5
Docker,기술지원,3,2,7,사원,1-3년,2025-08,2025-08-20,1,1
C#,DevOps/시스템 엔지니어,6,5,10,대리,5-10년,2025-08,2025-08-22,2,2
Java,서버/백엔드 개발자,3,1,8,사원,1-3년,2025-08,2025-08-27,1,1
RESTAPI,서버/백엔드 개발자,3,1,8,사원,1-3년,2025-08,2025-08-27,1,1
QA,QA 엔지니어,2,1,3,사원,1-3년,2025-08,2025-08-28,1,1
HW,HW/임베디드,6,5,10,대리,5-10년,2025-08,2025-08-28,1,1
RESTAPI,서버/백엔드 개발자,14,13,15,차장,10년+,2025-09,2025-09-01,1,0.5
DbUnit,기술지원,6,5,10,대리,5-10년,2025-08,2025-08-29,1,1
AzureDevOps,DevOps/시스템 엔지니어,7,5,20,과장,5-10년,2025-09,2025-09-01,1,1
Flutter,크로스플랫폼 앱개발자,5,3,10,대리,3-5년,2025-09,2025-09-01,1,0.3333333333333333
Switch,기술지원,9,7,10,과장,5-10년,2025-09,2025-09-01,1,0.5
Eclipse,프론트엔드 개발자,5,3,15,대리,3-5년,2025-09,2025-09-01,1,1
Mfc,SW/솔루션,9,8,10,과장,5-10년,2025-09,2025-09-03,1,1
GitLab,프론트엔드 개발자,6,5,10,대리,5-10년,2025-09,2025-09-04,1,1
AndroidSDK,안드로이드 개발자,5,3,10,대리,3-5년,2025-09,2025-09-06,1,1
Orcad,HW/임베디드,3,1,10,사원,1-3년,2025-09,2025-09-08,1,1
Rust,SW/솔루션,2,1,3,사원,1-3년,2025-09,2025-09-07,1,0.5
iOS,기술지원,4,2,10,대리,3-5년,2025-09,2025-09-07,1,1
Java,SW/솔루션,8,6,12,과장,5-10년,2025-09,2025-09-05,1,1
WPF,SW/솔루션,12,10,20,과장,10년+,2025-09,2025-09-09,2,0.75
SQL,SW/솔루션,0,0,0,신입,신입,2025-09,2025-09-09,1,0.5
Java,서버/백엔드 개발자,4,3,5,대리,3-5년,2025-09,2025-09-09,1,0.3333333333333333
SecureCRT,정보보안 담당자,4,2,5,대리,3-5년,2025-08,2025-08-15,1,1
AZURE,DevOps/시스템 엔지니어,0,0,0,신입,신입,2025-08,2025-08-16,1,1
AmazonDynamoDB,서버/백엔드 개발자,4,3,7,대리,3-5년,2025-08,2025-08-11,1,1
.NET,SW/솔루션,4,2,15,대리,3-5년,2025-08,2025-08-11,1,1
C#,HW/임베디드,4,2,15,대리,3-5년,2025-08,2025-08-11,1,1
SQL,인공지능/머신러닝,6,5,10,대리,5-10년,2025-08,2025-08-13,1,0.5
Tableau,인공지능/머신러닝,12,11,15,과장,10년+,2025-08,2025-08-13,1,0.5
Flask,SW/솔루션,2,1,5,사원,1-3년,2025-08,2025-08-16,1,1
React,프론트엔드 개발자,7,5,20,과장,5-10년,2025-08,2025-08-18,1,1
AWS,DevOps/시스템 엔지니어,0,0,0,신입,신입,2025-08,2025-08-18,1,1
Laravel,기술지원,8,6,9,과장,5-10년,2025-08,2025-08-20,1,1
Python,SW/솔루션,5,4,6,대리,3-5년,2025-08,2025-08-25,1,0.5
Python,SW/솔루션,5,3,15,대리,3-5년,2025-08,2025-08-27,2,1
Qt,iOS 개발자,2,1,5,사원,1-3년,2025-08,2025-08-27,1,0.5
Figma,프론트엔드 개발자,8,7,9,과장,5-10년,2025-08,2025-08-28,1,1
Git,인공지능/머신러닝,9,7,15,과장,5-10년,2025-08,2025-08-29,1,1
JavaScript,프론트엔드 개발자,7,5,20,과장,5-10년,2025-09,2025-09-01,1,1
Figma,프론트엔드 개발자,5,3,6,대리,3-5년,2025-08,2025-08-31,1,1
Embedded,HW/임베디드,7,5,15,과장,5-10년,2025-09,2025-09-05,3,3
Vue.js,프론트엔드 개발자,6,5,7,대리,5-10년,2025-09,2025-09-01,1,1
VR,HW/임베디드,2,1,5,사원,1-3년,2025-09,2025-09-03,1,0.3333333333333333
Ubuntu,DevOps/시스템 엔지니어,7,5,8,과장,5-10년,2025-09,2025-09-03,2,1
Embedded,HW/임베디드,3,1,20,사원,1-3년,2025-09,2025-09-05,1,1
Kubernetes,SW/솔루션,5,3,15,대리,3-5년,2025-09,2025-09-04,1,0.3333333333333333
MachineLearning,빅데이터 엔지니어,9,7,10,과장,5-10년,2025-09,2025-09-04,1,0.5
AWS,웹 풀스택 개발자,11,10,14,과장,10년+,2025-09,2025-09-04,1,0.5
Unity,게임 클라이언트 개발자,4,3,8,대리,3-5년,2025-09,2025-09-04,1,1
Python,SW/솔루션,4,3,5,대리,3-5년,2025-09,2025-09-07,1,0.3333333333333333
MongoDB,서버/백엔드 개발자,7,6,10,과장,5-10년,2025-09,2025-09-08,1,1
Windows,정보보안 담당자,0,0,0,신입,신입,2025-09,2025-09-07,1,1
HW,HW/임베디드,5,3,12,대리,3-5년,2025-09,2025-09-07,1,1
ApexCharts,프론트엔드 개발자,4,3,7,대리,3-5년,2025-09,2025-09-09,1,0.5
BigData,DevOps/시스템 엔지니어,0,0,0,신입,신입,2025-08,2025-08-13,1,1
MySQL,DevOps/시스템 엔지니어,4,2,5,대리,3-5년,2025-08,2025-08-13,1,1
FirebaseHosting,크로스플랫폼 앱개발자,0,0,0,신입,신입,2025-08,2025-08-14,1,1
EmbeddedLinux,SW/솔루션,11,10,12,과장,10년+,2025-08,2025-08-13,1,1
C,SW/솔루션,11,10,12,과장,10년+,2025-08,2025-08-13,1,1
Python,SW/솔루션,5,3,12,대리,3-5년,2025-08,2025-08-15,1,0.5
Kubernetes,인공지능/머신러닝,7,5,15,과장,5-10년,2025-08,2025-08-17,1,1
Jenkins,서버/백엔드 개발자,7,5,15,과장,5-10년,2025-08,2025-08-14,1,1
jQuery,프론트엔드 개발자,6,5,10,대리,5-10년,2025-08,2025-08-18,1,1
MySQL,서버/백엔드 개발자,7,5,20,과장,5-10년,2025-08,2025-08-18,1,1
AndroidOS,SW/솔루션,0,0,0,신입,신입,2025-08,2025-08-18,1,0.5
Oracle,SW/솔루션,13,11,14,차장,10년+,2025-08,2025-08-19,1,1
JavaScript,프론트엔드 개발자,4,2,5,대리,3-5년,2025-08,2025-08-18,1,1
AWS,DevOps/시스템 엔지니어,4,2,5,대리,3-5년,2025-08,2025-08-19,1,1
HW,HW/임베디드,11,9,12,과장,10년+,2025-08,2025-08-20,1,1
PHP,서버/백엔드 개발자,7,6,10,과장,5-10년,2025-08,2025-08-22,1,1
K8S,인공지능/머신러닝,4,2,10,대리,3-5년,2025-08,2025-08-22,1,0.5
C,SW/솔루션,7,5,15,과장,5-10년,2025-08,2025-08-23,1,1
WPF,SW/솔루션,4,3,8,대리,3-5년,2025-08,2025-08-22,4,4
Node.js,프론트엔드 개발자,7,5,15,과장,5-10년,2025-08,2025-08-26,1,0.3333333333333333
