company_name,salary_avg,salary_min,salary_max,salary_yoy_change,salary_info_reliability,salary_2022_avg,salary_2022_min,salary_2022_max,salary_2023_avg,salary_2023_min,salary_2023_max,salary_2024_avg,salary_2024_min,salary_2024_max,salary_2022_avg_industry,salary_2023_avg_industry,salary_2024_avg_industry,starting_salary_bachelors_avg,starting_salary_bachelors_yoy_change,starting_salary_bachelors_2022_avg,starting_salary_bachelors_2023_avg,starting_salary_bachelors_2024_avg,starting_salary_bachelors_estimated_monthly_takehome,salary_staff_high_school_avg,salary_staff_high_school_min,salary_staff_high_school_max,salary_staff_associates_avg,salary_staff_associates_min,salary_staff_associates_max,salary_staff_bachelors_avg,salary_staff_bachelors_min,salary_staff_bachelors_max,salary_junior_mgr_avg,salary_junior_mgr_min,salary_junior_mgr_max,salary_deputy_mgr_avg,salary_deputy_mgr_min,salary_deputy_mgr_max,salary_section_chief_avg,salary_section_chief_min,salary_section_chief_max,salary_deputy_section_chief_avg,salary_deputy_section_chief_min,salary_deputy_section_chief_max,salary_department_head_avg,salary_department_head_min,salary_department_head_max,salary_by_age_2022_json,salary_by_age_2023_json,salary_by_age_2024_json,company_salary_url_saramin,saramin_company_salary_collection_time
(주)인피닉,4033,2676,6584,-1.51,"매우
높음",3848,2680,6641,4095,2649,6724,4033,2676,6584,4893,5140,5292,3100,0.03,3027,3101,3100,2252613,2909,2752,3066,3066,2928,3204,3219,3054,3383,3542,3363,3720,4081,3720,4442,4792,4458,5126,5625,5161,6088,6715,6098,7331,"{''20'': 2749, ''21'': 2749, ''22'': 2856, ''23'': 2917, ''24'': 2955, ''25'': 3054, ''26'': 3107, ''27'': 3216, ''28'': 3319, ''29'': 3425, ''30'': 3542, ''31'': 3672, ''32'': 3805, ''33'': 3950, ''34'': 4091, ''35'': 4244, ''36'': 4396, ''37'': 4567, ''38'': 4742, ''39'': 4916, ''40'': 5085, ''41'': 5256, ''42'': 5434, ''43'': 5605, ''44'': 5798, ''45'': 6045, ''46'': 6307, ''47'': 6579, ''48'': 6839, ''49'': 7129, ''50'': 7464}","{''20'': 2840, ''21'': 2840, ''22'': 2840, ''23'': 2954, ''24'': 3059, ''25'': 3134, ''26'': 3241, ''27'': 3283, ''28'': 3387, ''29'': 3490, ''30'': 3600, ''31'': 3726, ''32'': 3869, ''33'': 4016, ''34'': 4174, ''35'': 4324, ''36'': 4483, ''37'': 4637, ''38'': 4808, ''39'': 4986, ''40'': 5171, ''41'': 5358, ''42'': 5551, ''43'': 5744, ''44'': 5931, ''45'': 6138, ''46'': 6398, ''47'': 6668, ''48'': 6948, ''49'': 7220, ''50'': 7522}","{''20'': 2781, ''21'': 2781, ''22'': 2927, ''23'': 3006, ''24'': 3052, ''25'': 3139, ''26'': 3208, ''27'': 3324, ''28'': 3373, ''29'': 3484, ''30'': 3596, ''31'': 3716, ''32'': 3849, ''33'': 3998, ''34'': 4150, ''35'': 4311, ''36'': 4464, ''37'': 4623, ''38'': 4779, ''39'': 4956, ''40'': 5140, ''41'': 5333, ''42'': 5528, ''43'': 5725, ''44'': 5921, ''45'': 6105, ''46'': 6309, ''47'': 6565, ''48'': 6830, ''49'': 7106, ''50'': 7376}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=b3MrcEhoaHBTMHQ0N1VKSE9MaU1zQT09,2025-09-14 21:05:36.146519+00
111퍼센트(주),7432,3737,9795,10.1,보통,6807,3550,8140,6750,3529,8184,7432,3737,9795,4893,5140,5292,4389,3.13,4305,4256,4389,3076950,4095,3867,4324,4331,4123,4538,4571,4303,4839,5179,4827,5530,6348,5507,7189,7901,7204,8598,9211,8697,9725,10377,9727,11026,"{''20'': 3642, ''21'': 3642, ''22'': 3886, ''23'': 3907, ''24'': 4006, ''25'': 4186, ''26'': 4319, ''27'': 4552, ''28'': 4759, ''29'': 4953, ''30'': 5183, ''31'': 5505, ''32'': 5859, ''33'': 6202, ''34'': 6482, ''35'': 6784, ''36'': 7110, ''37'': 7455, ''38'': 7781, ''39'': 8053, ''40'': 8282, ''41'': 8462, ''42'': 8633, ''43'': 8797, ''44'': 9011, ''45'': 9264, ''46'': 9450, ''47'': 9606, ''48'': 9741, ''49'': 9863, ''50'': 9972}","{''20'': 3791, ''21'': 3791, ''22'': 3791, ''23'': 3942, ''24'': 4092, ''25'': 4207, ''26'': 4381, ''27'': 4490, ''28'': 4701, ''29'': 4890, ''30'': 5078, ''31'': 5310, ''32'': 5638, ''33'': 6003, ''34'': 6356, ''35'': 6644, ''36'': 6955, ''37'': 7281, ''38'': 7628, ''39'': 7959, ''40'': 8237, ''41'': 8462, ''42'': 8634, ''43'': 8800, ''44'': 8965, ''45'': 9181, ''46'': 9435, ''47'': 9619, ''48'': 9763, ''49'': 9871, ''50'': 9956}","{''20'': 3907, ''21'': 3907, ''22'': 4133, ''23'': 4228, ''24'': 4304, ''25'': 4442, ''26'': 4548, ''27'': 4726, ''28'': 4838, ''29'': 5072, ''30'': 5294, ''31'': 5512, ''32'': 5776, ''33'': 6143, ''34'': 6537, ''35'': 6910, ''36'': 7212, ''37'': 7540, ''38'': 7885, ''39'': 8257, ''40'': 8614, ''41'': 8915, ''42'': 9161, ''43'': 9347, ''44'': 9524, ''45'': 9708, ''46'': 9955, ''47'': 10255, ''48'': 10507, ''49'': 10766, ''50'': 11072}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=dVBhUnNUdnpWK2JPMnRDUjlRT1lzdz09,2025-09-14 21:06:30.316792+00
(주)에이버튼,9471,4274,11071,-2.44,"매우
낮음",0,0,0,9708,4296,10014,9471,4274,11071,4893,5140,5292,5510,11.58,,4938,5510,3784556,4825,4513,5137,5198,4831,5564,5602,5142,6062,6400,5998,6802,7550,6828,8271,8915,8296,9535,10382,9581,11183,12135,11251,13019,"{''20'': None, ''21'': None, ''22'': None, ''23'': None, ''24'': None, ''25'': None, ''26'': None, ''27'': None, ''28'': None, ''29'': None, ''30'': None, ''31'': None, ''32'': None, ''33'': None, ''34'': None, ''35'': None, ''36'': None, ''37'': None, ''38'': None, ''39'': None, ''40'': None, ''41'': None, ''42'': None, ''43'': None, ''44'': None, ''45'': None, ''46'': None, ''47'': None, ''48'': None, ''49'': None, ''50'': None}","{''20'': 4481, ''21'': 4481, ''22'': 4481, ''23'': 4688, ''24'': 4759, ''25'': 4844, ''26'': 5057, ''27'': 5221, ''28'': 5539, ''29'': 5849, ''30'': 6124, ''31'': 6403, ''32'': 6712, ''33'': 7023, ''34'': 7323, ''35'': 7592, ''36'': 7852, ''37'': 8108, ''38'': 8417, ''39'': 8748, ''40'': 9072, ''41'': 9387, ''42'': 9687, ''43'': 9963, ''44'': 10175, ''45'': 10366, ''46'': 10569, ''47'': 10759, ''48'': 10972, ''49'': 11262, ''50'': 11635}","{''20'': 4564, ''21'': 4564, ''22'': 4924, ''23'': 4960, ''24'': 5115, ''25'': 5383, ''26'': 5610, ''27'': 5880, ''28'': 6024, ''29'': 6263, ''30'': 6520, ''31'': 6795, ''32'': 7093, ''33'': 7401, ''34'': 7705, ''35'': 8010, ''36'': 8296, ''37'': 8600, ''38'': 8907, ''39'': 9229, ''40'': 9546, ''41'': 9878, ''42'': 10212, ''43'': 10553, ''44'': 10893, ''45'': 11214, ''46'': 11556, ''47'': 11959, ''48'': 12343, ''49'': 12713, ''50'': 13030}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=RWdybUxXUGU2a0NFdWRCWmo3MkpkUT09,2025-09-14 21:07:24.120517+00
(주)엘아이지시스템,5642,2993,7620,-3.24,높음,5689,3158,7437,5831,3032,7637,5642,2993,7620,4893,5140,5292,,,,,,,3351,3144,3557,3578,3372,3783,3800,3556,4045,4224,4004,4444,4865,4440,5290,5738,5317,6158,6843,6196,7490,8183,7575,8790,"{''20'': 3240, ''21'': 3240, ''22'': 3402, ''23'': 3453, ''24'': 3520, ''25'': 3659, ''26'': 3736, ''27'': 3872, ''28'': 4007, ''29'': 4146, ''30'': 4285, ''31'': 4436, ''32'': 4597, ''33'': 4780, ''34'': 4969, ''35'': 5165, ''36'': 5356, ''37'': 5568, ''38'': 5789, ''39'': 6024, ''40'': 6266, ''41'': 6523, ''42'': 6789, ''43'': 7054, ''44'': 7333, ''45'': 7637, ''46'': 7906, ''47'': 8148, ''48'': 8354, ''49'': 8570, ''50'': 8807}","{''20'': 3325, ''21'': 3325, ''22'': 3333, ''23'': 3444, ''24'': 3631, ''25'': 3764, ''26'': 3908, ''27'': 3957, ''28'': 4074, ''29'': 4200, ''30'': 4340, ''31'': 4486, ''32'': 4644, ''33'': 4811, ''34'': 4995, ''35'': 5180, ''36'': 5375, ''37'': 5568, ''38'': 5787, ''39'': 6018, ''40'': 6263, ''41'': 6519, ''42'': 6794, ''43'': 7079, ''44'': 7357, ''45'': 7644, ''46'': 7955, ''47'': 8229, ''48'': 8474, ''49'': 8690, ''50'': 8917}","{''20'': 3178, ''21'': 3178, ''22'': 3412, ''23'': 3449, ''24'': 3539, ''25'': 3689, ''26'': 3801, ''27'': 3955, ''28'': 4019, ''29'': 4150, ''30'': 4289, ''31'': 4440, ''32'': 4594, ''33'': 4762, ''34'': 4939, ''35'': 5132, ''36'': 5325, ''37'': 5525, ''38'': 5721, ''39'': 5941, ''40'': 6178, ''41'': 6432, ''42'': 6698, ''43'': 6975, ''44'': 7254, ''45'': 7523, ''46'': 7794, ''47'': 8087, ''48'': 8341, ''49'': 8574, ''50'': 8779}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=b2ljbU5CL3JUdy9iY1Urelc2ZmhyUT09,2025-09-14 21:08:37.034428+00
(주)한국디지털거래소,8528,3854,8992,2.92,높음,6280,3387,7396,8286,3767,8669,8528,3854,8992,4893,5140,5292,4806,4.18,3886,4613,4806,3339670,4399,4108,4689,4705,4446,4964,4969,4690,5248,5409,5185,5633,6206,5664,6747,7245,6751,7740,8481,7803,9159,9889,9205,10573,"{''20'': 3475, ''21'': 3475, ''22'': 3632, ''23'': 3696, ''24'': 3758, ''25'': 3901, ''26'': 3983, ''27'': 4124, ''28'': 4247, ''29'': 4381, ''30'': 4547, ''31'': 4722, ''32'': 4894, ''33'': 5069, ''34'': 5240, ''35'': 5423, ''36'': 5610, ''37'': 5825, ''38'': 6052, ''39'': 6295, ''40'': 6545, ''41'': 6790, ''42'': 7019, ''43'': 7224, ''44'': 7462, ''45'': 7750, ''46'': 8019, ''47'': 8268, ''48'': 8477, ''49'': 8664, ''50'': 8841}","{''20'': 4080, ''21'': 4080, ''22'': 4080, ''23'': 4237, ''24'': 4428, ''25'': 4581, ''26'': 4782, ''27'': 4869, ''28'': 5002, ''29'': 5121, ''30'': 5277, ''31'': 5479, ''32'': 5693, ''33'': 5902, ''34'': 6119, ''35'': 6330, ''36'': 6552, ''37'': 6776, ''38'': 7026, ''39'': 7284, ''40'': 7552, ''41'': 7833, ''42'': 8122, ''43'': 8405, ''44'': 8661, ''45'': 8945, ''46'': 9277, ''47'': 9585, ''48'': 9868, ''49'': 10106, ''50'': 10315}","{''20'': 4153, ''21'': 4153, ''22'': 4515, ''23'': 4520, ''24'': 4656, ''25'': 4859, ''26'': 4978, ''27'': 5150, ''28'': 5205, ''29'': 5333, ''30'': 5462, ''31'': 5637, ''32'': 5861, ''33'': 6100, ''34'': 6326, ''35'': 6552, ''36'': 6762, ''37'': 6991, ''38'': 7225, ''39'': 7490, ''40'': 7761, ''41'': 8049, ''42'': 8349, ''43'': 8646, ''44'': 8922, ''45'': 9161, ''46'': 9437, ''47'': 9773, ''48'': 10070, ''49'': 10336, ''50'': 10560}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=anhnd3NaUWJoT0dQR0JyUWU2Q2NGZz09,2025-09-14 21:09:52.465292+00
(주)하이퍼정보,4928,2980,6454,7.55,보통,4426,2729,6147,4582,2781,6321,4928,2980,6454,4893,5140,5292,3384,4.28,3206,3245,3384,2434460,3179,3019,3338,3339,3184,3493,3507,3323,3691,3836,3667,4005,4309,3997,4620,4941,4640,5243,5715,5257,6173,6892,6206,7578,"{''20'': 2800, ''21'': 2800, ''22'': 3114, ''23'': 3114, ''24'': 3174, ''25'': 3298, ''26'': 3318, ''27'': 3403, ''28'': 3487, ''29'': 3564, ''30'': 3658, ''31'': 3768, ''32'': 3884, ''33'': 4008, ''34'': 4137, ''35'': 4276, ''36'': 4410, ''37'': 4554, ''38'': 4711, ''39'': 4867, ''40'': 5023, ''41'': 5199, ''42'': 5396, ''43'': 5581, ''44'': 5783, ''45'': 6039, ''46'': 6321, ''47'': 6621, ''48'': 6880, ''49'': 7095, ''50'': 7240}","{''20'': 2966, ''21'': 2966, ''22'': 2966, ''23'': 3089, ''24'': 3200, ''25'': 3294, ''26'': 3419, ''27'': 3447, ''28'': 3545, ''29'': 3643, ''30'': 3732, ''31'': 3834, ''32'': 3953, ''33'': 4075, ''34'': 4206, ''35'': 4338, ''36'': 4480, ''37'': 4615, ''38'': 4763, ''39'': 4924, ''40'': 5085, ''41'': 5246, ''42'': 5427, ''43'': 5630, ''44'': 5822, ''45'': 6032, ''46'': 6300, ''47'': 6596, ''48'': 6911, ''49'': 7185, ''50'': 7417}","{''20'': 3054, ''21'': 3054, ''22'': 3172, ''23'': 3292, ''24'': 3324, ''25'': 3409, ''26'': 3499, ''27'': 3634, ''28'': 3672, ''29'': 3785, ''30'': 3894, ''31'': 3996, ''32'': 4109, ''33'': 4236, ''34'': 4366, ''35'': 4505, ''36'': 4644, ''37'': 4790, ''38'': 4931, ''39'': 5086, ''40'': 5257, ''41'': 5429, ''42'': 5598, ''43'': 5790, ''44'': 6006, ''45'': 6212, ''46'': 6433, ''47'': 6720, ''48'': 7035, ''49'': 7353, ''50'': 7602}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=RHNlNy9mWjRkeWV5TmNLaVRDT2RxUT09,2025-09-14 21:10:59.226617+00
이지케어텍,6588,3521,8037,8.77,"매우
높음",0,0,0,6057,3383,7852,6588,3521,8037,4893,5140,5292,4034,1.61,,3970,4034,2848006,3785,3591,3979,3970,3805,4134,4172,3941,4402,4657,4392,4923,5400,4928,5871,6298,5871,6724,7409,6782,8035,8730,8086,9375,"{''20'': None, ''21'': None, ''22'': None, ''23'': None, ''24'': None, ''25'': None, ''26'': None, ''27'': None, ''28'': None, ''29'': None, ''30'': None, ''31'': None, ''32'': None, ''33'': None, ''34'': None, ''35'': None, ''36'': None, ''37'': None, ''38'': None, ''39'': None, ''40'': None, ''41'': None, ''42'': None, ''43'': None, ''44'': None, ''45'': None, ''46'': None, ''47'': None, ''48'': None, ''49'': None, ''50'': None}","{''20'': 3602, ''21'': 3602, ''22'': 3602, ''23'': 3753, ''24'': 3868, ''25'': 3964, ''26'': 4122, ''27'': 4199, ''28'': 4346, ''29'': 4489, ''30'': 4640, ''31'': 4804, ''32'': 4988, ''33'': 5177, ''34'': 5370, ''35'': 5547, ''36'': 5736, ''37'': 5934, ''38'': 6166, ''39'': 6406, ''40'': 6648, ''41'': 6894, ''42'': 7150, ''43'': 7410, ''44'': 7654, ''45'': 7914, ''46'': 8216, ''47'': 8496, ''48'': 8751, ''49'': 8967, ''50'': 9184}","{''20'': 3630, ''21'': 3630, ''22'': 3790, ''23'': 3918, ''24'': 3960, ''25'': 4047, ''26'': 4137, ''27'': 4312, ''28'': 4405, ''29'': 4572, ''30'': 4740, ''31'': 4914, ''32'': 5096, ''33'': 5298, ''34'': 5501, ''35'': 5705, ''36'': 5888, ''37'': 6076, ''38'': 6273, ''39'': 6503, ''40'': 6750, ''41'': 7011, ''42'': 7281, ''43'': 7552, ''44'': 7812, ''45'': 8049, ''46'': 8308, ''47'': 8612, ''48'': 8895, ''49'': 9150, ''50'': 9371}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=a01NSEN0dldvU1ViZk91bHJFQUZOdz09,2025-09-14 21:11:53.571673+00
(주)한우리아이티,6496,3368,7734,14.13,낮음,6242,3411,7468,5692,3176,7224,6496,3368,7734,4893,5140,5292,4052,7.25,3978,3778,4052,2861606,3713,3501,3926,3936,3739,4134,4174,3902,4446,4723,4434,5013,5458,5021,5894,6269,5895,6642,7242,6694,7791,8438,7824,9051,"{''20'': 3499, ''21'': 3499, ''22'': 3663, ''23'': 3724, ''24'': 3789, ''25'': 3940, ''26'': 4041, ''27'': 4220, ''28'': 4391, ''29'': 4563, ''30'': 4749, ''31'': 4946, ''32'': 5133, ''33'': 5314, ''34'': 5477, ''35'': 5637, ''36'': 5792, ''37'': 5978, ''38'': 6177, ''39'': 6385, ''40'': 6596, ''41'': 6809, ''42'': 7017, ''43'': 7210, ''44'': 7430, ''45'': 7705, ''46'': 7985, ''47'': 8252, ''48'': 8473, ''49'': 8677, ''50'': 8879}","{''20'': 3390, ''21'': 3390, ''22'': 3390, ''23'': 3529, ''24'': 3645, ''25'': 3742, ''26'': 3901, ''27'': 3994, ''28'': 4162, ''29'': 4327, ''30'': 4494, ''31'': 4669, ''32'': 4854, ''33'': 5035, ''34'': 5213, ''35'': 5374, ''36'': 5537, ''37'': 5696, ''38'': 5877, ''39'': 6069, ''40'': 6274, ''41'': 6486, ''42'': 6697, ''43'': 6902, ''44'': 7093, ''45'': 7303, ''46'': 7556, ''47'': 7798, ''48'': 8029, ''49'': 8222, ''50'': 8415}","{''20'': 3537, ''21'': 3537, ''22'': 3758, ''23'': 3831, ''24'': 3906, ''25'': 4039, ''26'': 4149, ''27'': 4334, ''28'': 4444, ''29'': 4634, ''30'': 4818, ''31'': 4999, ''32'': 5180, ''33'': 5370, ''34'': 5554, ''35'': 5739, ''36'': 5906, ''37'': 6078, ''38'': 6250, ''39'': 6449, ''40'': 6662, ''41'': 6896, ''42'': 7133, ''43'': 7370, ''44'': 7594, ''45'': 7802, ''46'': 8032, ''47'': 8312, ''48'': 8586, ''49'': 8843, ''50'': 9055}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=MnJ4SVE1RTJtb3VhbTRSdUdLT0JMQT09,2025-09-14 21:12:50.070188+00
(주)모빌린트,8726,4283,10074,6.73,낮음,7419,3705,8274,8176,4082,9070,8726,4283,10074,4743,4938,5107,5345,6.35,4747,5026,5345,3680886,4734,4459,5009,5045,4747,5343,5439,4956,5922,6466,5901,7031,7679,7158,8200,8394,7998,8790,9859,8955,10762,11424,10773,12075,"{''20'': 3801, ''21'': 3801, ''22'': 4191, ''23'': 4191, ''24'': 4307, ''25'': 4556, ''26'': 4735, ''27'': 5030, ''28'': 5386, ''29'': 5803, ''30'': 6209, ''31'': 6487, ''32'': 6656, ''33'': 6774, ''34'': 6848, ''35'': 6923, ''36'': 7033, ''37'': 7223, ''38'': 7472, ''39'': 7730, ''40'': 7970, ''41'': 8158, ''42'': 8357, ''43'': 8567, ''44'': 8801, ''45'': 9081, ''46'': 9352, ''47'': 9609, ''48'': 9821, ''49'': 9990, ''50'': 10112}","{''20'': 4337, ''21'': 4337, ''22'': 4337, ''23'': 4520, ''24'': 4661, ''25'': 4809, ''26'': 5078, ''27'': 5284, ''28'': 5615, ''29'': 5980, ''30'': 6397, ''31'': 6788, ''32'': 7076, ''33'': 7264, ''34'': 7392, ''35'': 7462, ''36'': 7530, ''37'': 7644, ''38'': 7853, ''39'': 8145, ''40'': 8482, ''41'': 8828, ''42'': 9109, ''43'': 9340, ''44'': 9548, ''45'': 9786, ''46'': 10087, ''47'': 10372, ''48'': 10618, ''49'': 10824, ''50'': 10995}","{''20'': 4506, ''21'': 4506, ''22'': 4794, ''23'': 4882, ''24'': 4985, ''25'': 5183, ''26'': 5384, ''27'': 5709, ''28'': 5937, ''29'': 6277, ''30'': 6632, ''31'': 7021, ''32'': 7397, ''33'': 7685, ''34'': 7874, ''35'': 8011, ''36'': 8091, ''37'': 8170, ''38'': 8301, ''39'': 8538, ''40'': 8872, ''41'': 9273, ''42'': 9719, ''43'': 10120, ''44'': 10451, ''45'': 10721, ''46'': 10996, ''47'': 11316, ''48'': 11610, ''49'': 11857, ''50'': 12046}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=MXVlRDFrb2dtb3krZ042aTA5aU0rZz09,2025-09-14 21:13:57.281846+00
(주)애자일소다,6125,3298,7793,-0.73,보통,6024,3345,7554,6170,3309,7742,6125,3298,7793,4893,5140,5292,3917,0.62,3808,3893,3917,2773836,3644,3433,3854,3860,3674,4046,4063,3846,4279,4461,4250,4672,5124,4680,5567,5984,5570,6398,7082,6415,7749,8532,7894,9169,"{''20'': 3432, ''21'': 3432, ''22'': 3577, ''23'': 3647, ''24'': 3701, ''25'': 3833, ''26'': 3907, ''27'': 4046, ''28'': 4174, ''29'': 4308, ''30'': 4464, ''31'': 4636, ''32'': 4807, ''33'': 4985, ''34'': 5156, ''35'': 5337, ''36'': 5522, ''37'': 5738, ''38'': 5969, ''39'': 6207, ''40'': 6441, ''41'': 6700, ''42'': 7004, ''43'': 7324, ''44'': 7628, ''45'': 7914, ''46'': 8173, ''47'': 8417, ''48'': 8622, ''49'': 8823, ''50'': 9021}","{''20'': 3547, ''21'': 3547, ''22'': 3547, ''23'': 3690, ''24'': 3820, ''25'': 3917, ''26'': 4058, ''27'': 4117, ''28'': 4246, ''29'': 4368, ''30'': 4505, ''31'': 4667, ''32'': 4850, ''33'': 5033, ''34'': 5219, ''35'': 5396, ''36'': 5580, ''37'': 5769, ''38'': 5990, ''39'': 6226, ''40'': 6469, ''41'': 6708, ''42'': 6974, ''43'': 7288, ''44'': 7620, ''45'': 7936, ''46'': 8232, ''47'': 8497, ''48'': 8746, ''49'': 8950, ''50'': 9151}","{''20'': 3469, ''21'': 3469, ''22'': 3691, ''23'': 3758, ''24'': 3835, ''25'': 3964, ''26'': 4055, ''27'': 4200, ''28'': 4261, ''29'': 4395, ''30'': 4523, ''31'': 4668, ''32'': 4837, ''33'': 5029, ''34'': 5217, ''35'': 5407, ''36'': 5586, ''37'': 5771, ''38'': 5960, ''39'': 6184, ''40'': 6423, ''41'': 6668, ''42'': 6910, ''43'': 7178, ''44'': 7493, ''45'': 7823, ''46'': 8138, ''47'': 8436, ''48'': 8703, ''49'': 8948, ''50'': 9145}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=VWVSblpuS3cyL2dEd1c5RkFLSmFrUT09,2025-09-14 21:14:50.395169+00
(주)페니로이스,8011,3703,8608,22.59,낮음,6910,3441,7570,6535,3296,7338,8011,3703,8608,4743,4938,5107,4498,12.56,4144,3996,4498,3145973,4131,3883,4378,4387,4169,4606,4648,4352,4943,5207,4935,5479,5918,5474,6362,6805,6347,7263,7921,7345,8497,9207,8477,9936,"{''20'': 3530, ''21'': 3530, ''22'': 3758, ''23'': 3783, ''24'': 3878, ''25'': 4055, ''26'': 4178, ''27'': 4379, ''28'': 4548, ''29'': 4685, ''30'': 4824, ''31'': 4977, ''32'': 5131, ''33'': 5291, ''34'': 5446, ''35'': 5619, ''36'': 5804, ''37'': 6028, ''38'': 6270, ''39'': 6501, ''40'': 6714, ''41'': 6930, ''42'': 7143, ''43'': 7330, ''44'': 7542, ''45'': 7794, ''46'': 8056, ''47'': 8323, ''48'': 8607, ''49'': 8873, ''50'': 9070}","{''20'': 3532, ''21'': 3532, ''22'': 3532, ''23'': 3675, ''24'': 3811, ''25'': 3930, ''26'': 4110, ''27'': 4223, ''28'': 4412, ''29'': 4575, ''30'': 4705, ''31'': 4834, ''32'': 4979, ''33'': 5129, ''34'': 5286, ''35'': 5442, ''36'': 5613, ''37'': 5794, ''38'': 6013, ''39'': 6257, ''40'': 6492, ''41'': 6702, ''42'': 6910, ''43'': 7106, ''44'': 7283, ''45'': 7481, ''46'': 7716, ''47'': 7951, ''48'': 8180, ''49'': 8418, ''50'': 8647}","{''20'': 3923, ''21'': 3923, ''22'': 4202, ''23'': 4256, ''24'': 4352, ''25'': 4507, ''26'': 4621, ''27'': 4822, ''28'': 4938, ''29'': 5132, ''30'': 5298, ''31'': 5461, ''32'': 5630, ''33'': 5824, ''34'': 6016, ''35'': 6204, ''36'': 6377, ''37'': 6564, ''38'': 6765, ''39'': 7021, ''40'': 7300, ''41'': 7567, ''42'': 7811, ''43'': 8059, ''44'': 8295, ''45'': 8499, ''46'': 8730, ''47'': 9020, ''48'': 9326, ''49'': 9654, ''50'': 10013}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=bVVkK3NBTlpJZFVxVElUOVFyR3kvZz09,2025-09-14 21:16:25.564551+00
(주)싸이버로지텍,9693,4277,10228,2.97,높음,8973,4385,9594,9413,4405,10372,9693,4277,10228,4893,5140,5292,4931,-7.22,5081,5315,4931,3419106,4745,4472,5017,4992,4814,5169,5193,4982,5404,5786,5387,6184,6827,6159,7494,8109,7512,8707,9712,8817,10608,11222,10649,11796,"{''20'': 4499, ''21'': 4499, ''22'': 4716, ''23'': 4792, ''24'': 4880, ''25'': 5072, ''26'': 5189, ''27'': 5400, ''28'': 5612, ''29'': 5824, ''30'': 6028, ''31'': 6244, ''32'': 6484, ''33'': 6764, ''34'': 7029, ''35'': 7289, ''36'': 7541, ''37'': 7825, ''38'': 8128, ''39'': 8460, ''40'': 8807, ''41'': 9159, ''42'': 9511, ''43'': 9835, ''44'': 10178, ''45'': 10588, ''46'': 10972, ''47'': 11294, ''48'': 11517, ''49'': 11673, ''50'': 11780}","{''20'': 4788, ''21'': 4788, ''22'': 4788, ''23'': 4968, ''24'': 5200, ''25'': 5367, ''26'': 5564, ''27'': 5639, ''28'': 5824, ''29'': 6031, ''30'': 6254, ''31'': 6478, ''32'': 6721, ''33'': 6992, ''34'': 7303, ''35'': 7601, ''36'': 7903, ''37'': 8200, ''38'': 8524, ''39'': 8863, ''40'': 9235, ''41'': 9623, ''42'': 10024, ''43'': 10428, ''44'': 10801, ''45'': 11177, ''46'': 11598, ''47'': 11976, ''48'': 12290, ''49'': 12501, ''50'': 12636}","{''20'': 4515, ''21'': 4515, ''22'': 4819, ''23'': 4895, ''24'': 4981, ''25'': 5107, ''26'': 5159, ''27'': 5316, ''28'': 5404, ''29'': 5656, ''30'': 5921, ''31'': 6164, ''32'': 6395, ''33'': 6657, ''34'': 6947, ''35'': 7258, ''36'': 7541, ''37'': 7804, ''38'': 8063, ''39'': 8387, ''40'': 8754, ''41'': 9145, ''42'': 9542, ''43'': 9933, ''44'': 10303, ''45'': 10600, ''46'': 10866, ''47'': 11135, ''48'': 11358, ''49'': 11563, ''50'': 11814}",https://www.saramin.co.kr/zf_user/company-info/view-inner-salary?csn=TkdmZ0ladUtTSWRXcUlkRXdnSzM0UT09,2025-09-14 21:17:22.986282+00
