서버 및 인프라 개발자 (11년 ~ 15년),(주)데이터메이커,51686619,False,,42,,경력 11~15년,대졸(4년제) 이상(예정자 가능),정규직 수습기간 3개월,회사내규에 따름,"","","대전 유성구, 중구",2025.09.01 00:00,2025.09.30 23:59,사람인 입사지원,"제출서류 이력서, 자기소개서",2,2,0,0,0,0,,,,,2,1,1,50,50,2,0,0,0,0,0,1,1,0,0,"{'"이력서'": 1, '"기타'": 1, '"포트폴리오'": 2}",2025-09-11 01:03:33+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=TXV0OVBGdXZhZkVpZUw2OUFYeGdTdz09&popup_yn=y
QA Engineer 모집,(주)쓰리아이,51552111,False,15,458,,경력 3~20년,대졸(4년제) 이상,정규직,회사내규에 따름,"","","서울 강남구, 서울전체",2025.08.14 00:00,2025.09.12 23:59,사람인 입사지원,"제출서류 이력서, 자기소개서",28,4,1,3,4,16,0,0,1,3,28,11,7,61,39,10,10,7,1,0,1,9,18,0,0,"{'"포트폴리오'": 10, '"경력기술서'": 4, '"이력서'": 1, '"자격증'": 1, '"동영상'": 1, '"미첨부'": 14}",2025-09-11 01:03:43+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=RitaRWg5OS8xYWJRdnlFaU9Zc09lQT09&popup_yn=y
[서울] Sr.백엔드 개발 (7년 ↑),(주)크리스틴컴퍼니,51525750,True,4,202,,경력 7~10년,학력무관,정규직,면접 후 결정,"","","서울 강남구, 서초구, 송파구",2025.08.11 00:00,2025.09.09 23:59,"","",35,4,0,2,2,27,0,0,0,9,35,24,3,89,11,7,10,10,7,1,3,10,15,7,0,"{'"이력서'": 11, '"포트폴리오'": 11, '"기타'": 6, '"경력기술서'": 5, '"증명서'": 3, '"기획서'": 2, '"자격증'": 1, '"미첨부'": 15}",2025-09-11 01:03:52+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=RThTMS9yNTV6b1BqU1JNWXMyUjNFQT09&popup_yn=y
백엔드개발 산업기능요원,(주)리비바이오,51722528,False,5,172,,신입,학력무관,병역특례,면접 후 결정,"",주 5일(월~금),"서울 강남구, 서울전체",2025.09.03 00:00,2025.10.02 23:59,사람인 입사지원,"제출서류 이력서, 자기소개서",11,9,0,2,0,0,0,0,1,0,11,6,0,100,0,9,1,0,0,0,2,1,4,4,0,"{'"이력서'": 6, '"기타'": 2, '"미첨부'": 1, '"경력기술서'": 1, '"증명서'": 1, '"포트폴리오'": 7}",2025-09-11 01:04:00+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=TXA5S2FvNk9odENrRGpBeUdGNnBlQT09&popup_yn=y
CRM·이커머스 백엔드 개발자 (경력),(주)서플러스글로벌,51580000,False,7,227,2,경력 5~20년,대졸(4년제) 이상,정규직,면접 후 결정,"","","경기전체, 경기 용인시",2025.08.18 00:00,2025.09.16 23:59,"사람인 입사지원, 점핏에서 지원","제출서류 이력서, 자기소개서",12,0,1,0,1,10,0,0,0,5,12,10,1,91,9,1,6,4,1,0,0,1,11,0,0,"{'"포트폴리오'": 2, '"기타'": 1, '"미첨부'": 9}",2025-09-11 01:04:09+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=V043Z2w1cysrcTZVQW5ScWhyQzZpZz09&popup_yn=y
백엔드 개발자 채용,서울거래(주),51630790,False,5,309,,경력 4~20년,대졸(4년제) 이상,정규직,면접 후 결정,"","","서울 영등포구, 동작구, 양천구",2025.08.24 00:00,2025.09.22 23:59,사람인 입사지원,"제출서류 이력서, 자기소개서",29,4,1,4,5,15,0,0,0,7,29,15,1,94,6,8,13,3,4,1,1,5,19,3,1,"{'"포트폴리오'": 11, '"이력서'": 5, '"경력기술서'": 3, '"증명서'": 2, '"기타'": 2, '"자격증'": 1, '"동영상'": 1, '"미첨부'": 14}",2025-09-11 01:04:16+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=VWZGOWdCSzFOS29BTTNvaGcwYUlsUT09&popup_yn=y
경력 Veeam 백업 엔지니어 모집,(주)이비즈테크,51629223,False,3,118,,경력 1~1년,"대졸(2,3년제) 이상(예정자 가능)",정규직 수습기간 3개월,면접 후 결정,"","","서울 마포구, 서대문구, 은평구",2025.08.22 00:00,2025.09.20 23:59,사람인 입사지원,"제출서류 이력서, 자기소개서",3,1,1,1,0,0,0,0,1,0,3,2,0,100,0,2,1,0,0,0,0,0,3,0,0,"{'"미첨부'": 1, '"자격증'": 1, '"증명서'": 1, '"동영상'": 1, '"기타'": 1, '"포트폴리오'": 2}",2025-09-11 01:04:25+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=NXI0R3JBK1RPVVhqTDNtZmJaRTJBUT09&popup_yn=y
백엔드 개발자 (3년 ~ 7년),(주)데이터메이커,51686583,False,6,98,,경력 3~7년,대졸(4년제) 이상,정규직 수습기간 3개월,회사내규에 따름,"","","대전 유성구, 중구",2025.09.01 00:00,2025.09.30 23:59,사람인 입사지원,"제출서류 이력서, 자기소개서",11,2,0,1,4,4,,,,,11,6,3,67,33,5,5,1,0,0,0,1,10,0,0,"{'"미첨부'": 3, '"이력서'": 1, '"경력기술서'": 1, '"자격증'": 1, '"기타'": 1, '"포트폴리오'": 8}",2025-09-11 01:04:33+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=TXV0OVBGdXZhZkVpZUw2OUFYeGdTdz09&popup_yn=y
웹서버 개발자 신입 채용,(주)에프엘이에스,51476065,False,20,538,,신입,대졸(4년제) 이상,정규직,면접 후 결정,"","",대전 유성구,2025.08.15 00:00,2025.09.13 23:59,사람인 입사지원,"제출서류 이력서, 자기소개서",70,47,5,10,2,6,0,1,7,0,70,24,7,77,23,51,18,0,0,0,5,8,56,1,0,"{'"미첨부'": 17, '"이력서'": 8, '"기타'": 7, '"증명서'": 4, '"자격증'": 3, '"경력기술서'": 2, '"동영상'": 2, '"추천서'": 1, '"포트폴리오'": 49}",2025-09-11 01:04:41+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=NXVjNzJUK0lBWGRCQ240eGJqVmNvUT09&popup_yn=y
백엔드개발자(Node.js) [경력],(주)리비바이오,51722550,False,3,94,,경력 3~20년,학력무관,정규직,면접 후 결정,"",주 5일(월~금),"서울 강남구, 서울전체",2025.09.03 00:00,2025.10.02 23:59,사람인 입사지원,"제출서류 이력서, 자기소개서",22,3,1,4,5,9,0,0,1,1,22,13,2,87,13,11,5,5,1,0,1,5,11,5,0,"{'"포트폴리오'": 10, '"이력서'": 7, '"경력기술서'": 2, '"기타'": 2, '"미첨부'": 10}",2025-09-11 01:04:50+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=TXA5S2FvNk9odENrRGpBeUdGNnBlQT09&popup_yn=y
백엔드 개발자,(주)더블미디어,51741559,False,10,260,,경력 3~20년,학력무관,정규직,회사내규에 따름,"","","서울 강남구, 서울전체",2025.09.04 00:00,2025.10.03 23:59,사람인 입사지원,"제출서류 이력서, 자기소개서",35,2,0,6,8,19,0,0,1,12,35,22,8,73,27,11,14,6,4,0,1,7,25,2,0,"{'"포트폴리오'": 10, '"경력기술서'": 6, '"이력서'": 4, '"기타'": 2, '"미첨부'": 18}",2025-09-11 01:04:58+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=T1MrRzlIMG1ROUNqUFlwRjdtekh1QT09&popup_yn=y
Java 기반 POS 백엔드 개발,(주)페이앤스토어,51708921,False,6,89,,경력 4~7년,"대졸(2,3년제) 이상",정규직 수습기간 3개월,면접 후 결정,"","",서울 성동구,2025.09.01 00:00,2025.09.30 00:01,사람인 입사지원,제출서류 자유양식,29,3,1,6,11,8,0,0,4,6,29,16,6,73,27,11,16,2,0,0,1,11,16,1,0,"{'"포트폴리오'": 11, '"이력서'": 3, '"경력기술서'": 3, '"기타'": 3, '"증명서'": 2, '"미첨부'": 12}",2025-09-11 01:05:06+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=MHRkcytrNDJUZVVCd1BLMnZodnIvdz09&popup_yn=y
서버 경력개발자(5년↑),(주)고스트패스,51744602,False,2,51,,경력 5~7년,대졸(4년제) 이상,정규직 수습기간 3개월,회사내규에 따름,"","",서울 영등포구,2025.09.04 00:00,2025.10.03 23:59,"","제출서류 이력서, 자기소개서",,,,,,,,,,,,,,,,,,,,,,,,,,"",2025-09-11 01:05:16+00,""
Backend Engineer (경력 8~12년),(주)위펀,51723637,False,,95,,경력 8~12년,학력무관,정규직,면접 후 결정,"","",서울 강남구,2025.09.04 00:00,2025.10.03 23:59,사람인 입사지원,"제출서류 이력서, 자기소개서",9,0,0,2,1,6,0,0,0,1,9,3,2,60,40,2,3,3,1,0,0,1,6,2,0,"{'"이력서'": 2, '"포트폴리오'": 2, '"기타'": 2, '"미첨부'": 5}",2025-09-11 01:05:24+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=UVp1ZmFPdnlna0lEQVkrSTB0TUFhdz09&popup_yn=y
[제로아이즈]개발팀 Lead_경력10~12년,(주)오래,51690048,False,,35,,경력 10~12년,대졸(4년제) 이상,정규직,면접 후 결정,"","","부산 해운대구, 사하구",2025.08.31 00:00,2025.09.29 23:59,사람인 입사지원,"제출서류 이력서, 자기소개서",4,0,0,1,0,3,0,0,0,1,4,2,0,100,0,1,0,2,1,0,0,0,3,1,0,"{'"이력서'": 1, '"경력기술서'": 1, '"미첨부'": 2}",2025-09-11 01:05:32+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=MnBJYUZuZTdkZm9oUWRMMUpWbjlRQT09&popup_yn=y
백엔드 개발자,(주)클로봇,51590800,False,12,362,,경력 3~7년,대졸(4년제) 이상,정규직,회사내규에 따름,"","","경기 성남시, 수원시, 안양시",2025.08.19 00:00,2025.09.17 23:59,사람인 입사지원,"",37,2,1,10,9,15,0,0,3,6,37,21,3,88,13,11,24,2,0,0,0,3,30,4,0,"{'"미첨부'": 14, '"이력서'": 5, '"기타'": 4, '"경력기술서'": 3, '"증명서'": 1, '"포트폴리오'": 18}",2025-09-11 01:05:41+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=aTc1RVBIZklBZWU4Tzk1VGFWeFFIZz09&popup_yn=y
백엔드 개발자(3~4년),(주)스카이월드와이드,51693696,False,9,212,,경력 3~6년,"대졸(2,3년제) 이상",정규직 수습기간 3개월,면접 후 결정,"","","서울 강남구, 서초구",2025.08.31 00:00,2025.09.29 23:59,사람인 입사지원,"제출서류 이력서, 자기소개서",32,3,3,9,14,3,0,0,4,3,32,19,4,83,17,15,15,2,0,0,1,6,23,2,0,"{'"이력서'": 10, '"미첨부'": 8, '"기타'": 8, '"경력기술서'": 3, '"증명서'": 1, '"포트폴리오'": 14}",2025-09-11 01:05:49+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=V3k4NEc1ejg3bitvSVZxNTdxK0lwUT09&popup_yn=y
Payment 개발 담당자(JAVA 기반),(주)디어유,51616520,False,28,401,,경력 3~7년,"대졸(2,3년제) 이상",정규직,회사내규에 따름,"","",서울 강남구,2025.08.23 00:00,2025.09.21 23:59,사람인 입사지원,"제출서류 이력서, 자기소개서",82,3,5,16,40,18,0,1,3,11,82,40,15,73,27,31,46,2,2,1,1,12,64,4,1,"{'"미첨부'": 30, '"이력서'": 14, '"경력기술서'": 11, '"기타'": 6, '"자격증'": 2, '"증명서'": 2, '"동영상'": 1, '"포트폴리오'": 38}",2025-09-11 01:05:58+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=Q3ZwdklhbHRZTTNrTHBqakk2cUxXdz09&popup_yn=y
백엔드 개발자 (사원~과장),(주)오프리메드,51758616,False,,81,,경력 5~10년,대졸(4년제) 이상,정규직 수습기간 3개월,면접 후 결정,"","","경기 수원시 영통구, 성남시, 용인시",2025.09.06 00:00,2025.10.05 23:59,"사람인 입사지원, 점핏에서 지원","제출서류 이력서, 자기소개서",3,1,1,0,0,1,,,,,3,1,0,100,0,1,2,0,0,0,0,0,3,0,0,"{'"미첨부'": 1, '"포트폴리오'": 2}",2025-09-11 01:06:06+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=OWwxTFIzRGN4eCs1NEVXQ292aEtZQT09&popup_yn=y
[아기유니콘] Backend Engineer,주식회사 에스티씨랩,51711071,False,3,147,1,경력 7~15년,학력무관,정규직,면접 후 결정,"","","서울 강남구, 동작구, 서초구",2025.09.01 00:00,2025.09.30 23:59,"사람인 입사지원, 점핏에서 지원","제출서류 이력서, 자기소개서",18,4,2,2,3,7,0,0,0,3,18,12,1,92,8,10,3,3,2,0,0,2,14,2,0,"{'"미첨부'": 7, '"이력서'": 6, '"기타'": 3, '"경력기술서'": 1, '"자격증'": 1, '"증명서'": 1, '"포트폴리오'": 8}",2025-09-11 01:06:14+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=bzhiRWZ0Mm56VzQ2V1I1dUFzdGx5dz09&popup_yn=y
backend (python) 개발자,(주)씨메스,51766256,False,2,86,,경력 3~10년,대졸(4년제) 이상,정규직,회사내규에 따름,"",주 5일(월~금),"서울 강남구, 서울전체",2025.09.08 00:00,2025.10.07 23:59,사람인 입사지원,"제출서류 이력서, 자기소개서",13,3,1,1,1,7,0,0,0,1,13,7,0,100,0,5,4,2,1,1,0,1,9,3,0,"{'"미첨부'": 4, '"이력서'": 2, '"경력기술서'": 1, '"자격증'": 1, '"증명서'": 1, '"동영상'": 1, '"기타'": 1, '"포트폴리오'": 6}",2025-09-11 01:06:23+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=cFlISDZaVGNsM2NWUnREV0RlNTlhQT09&popup_yn=y
윈도우 POS 개발,(주)페이앤스토어,51708942,False,2,44,,경력 5~10년,"대졸(2,3년제) 이상",정규직 수습기간 3개월,회사내규에 따름,"","",서울 성동구,2025.09.01 00:00,2025.09.30 00:01,사람인 입사지원,제출서류 자유양식,7,2,2,0,0,3,,,,,7,3,0,100,0,3,1,1,2,0,0,2,3,2,0,"{'"포트폴리오'": 3, '"이력서'": 2, '"미첨부'": 3}",2025-09-11 01:06:31+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=MHRkcytrNDJUZVVCd1BLMnZodnIvdz09&popup_yn=y
Back-End 개발자 채용(경력3~6년),피아스페이스(주),51756876,False,2,85,,경력 3~6년,고교졸업 이상,정규직,면접 후 결정,"",주 5일(월~금),"서울 서초구, 강남구, 송파구",2025.09.06 00:00,2025.10.05 23:59,사람인 입사지원,"제출서류 이력서, 자기소개서",10,2,0,4,3,1,,,,,10,6,0,100,0,6,4,0,0,0,1,1,5,3,0,"{'"이력서'": 5, '"미첨부'": 2, '"기타'": 1, '"포트폴리오'": 7}",2025-09-11 01:06:39+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=Q3lXN2dpL1hnQ1Q2NTkrVVBuZDR4dz09&popup_yn=y
백엔드 개발자 (3년 이상),(주)라텔앤드파트너즈,51601870,False,15,300,,경력 3~5년,학력무관,정규직 수습기간 3개월,면접 후 결정,"","","서울 중구, 서울전체",2025.08.20 00:00,2025.09.18 23:59,사람인 입사지원,"제출서류 이력서, 자기소개서",76,9,1,25,29,12,0,0,5,9,76,36,10,78,22,32,41,2,1,0,3,11,58,4,0,"{'"미첨부'": 29, '"경력기술서'": 8, '"이력서'": 6, '"기타'": 4, '"증명서'": 2, '"기획서'": 1, '"포트폴리오'": 38}",2025-09-11 01:06:46+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=RXRTSlVBY0pvWG1GbWVPNlZ4SWJ2UT09&popup_yn=y
Back-end 개발자,(주)오투플러스,51573318,False,4,193,,경력 3~10년,대졸(4년제) 이상,정규직,회사내규에 따름,"","","경기 용인시 수지구, 용인시, 용인시 처인구",2025.08.19 00:00,2025.09.17 23:59,사람인 입사지원,"제출서류 이력서, 자기소개서",15,0,1,2,4,8,0,0,0,4,15,6,4,60,40,3,10,1,1,0,0,3,11,0,1,"{'"미첨부'": 5, '"경력기술서'": 3, '"이력서'": 1, '"기타'": 1, '"포트폴리오'": 8}",2025-09-11 01:06:54+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=NjFZYk0rdEMyVENsV1ZQTTV6c1NOQT09&popup_yn=y
APLUS AI_검색&추천_백엔드 엔지니어,(주)버즈니,51628010,False,6,173,,경력 2~10년,학력무관,정규직,면접 후 결정,"","","서울 관악구, 서울전체",2025.08.22 00:00,2025.09.20 23:59,사람인 입사지원,"제출서류 이력서, 자기소개서",42,15,6,12,5,4,0,0,6,4,42,22,6,79,21,30,9,0,2,0,5,4,28,5,0,"{'"미첨부'": 17, '"이력서'": 6, '"경력기술서'": 4, '"기타'": 4, '"자격증'": 1, '"포트폴리오'": 22}",2025-09-11 01:07:01+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=eWdmZW12VDhIZUlXeWVMSnBiL0ZxQT09&popup_yn=y
기술개발 총괄 및 리딩(15-20년),(주)와따에이아이,51550710,False,8,399,,경력 15~20년,"대졸(2,3년제) 이상",정규직,면접 후 결정,"",유연근무제,"경기 성남시 분당구, 경기전체, 성남시",2025.08.13 00:00,2025.09.11 23:59,사람인 입사지원,"제출서류 이력서, 자기소개서",21,0,0,0,0,21,0,0,0,7,21,17,1,94,6,0,0,10,8,3,0,1,12,8,0,"{'"이력서'": 5, '"경력기술서'": 5, '"포트폴리오'": 2, '"자격증'": 1, '"증명서'": 1, '"기타'": 1, '"미첨부'": 13}",2025-09-11 01:07:09+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=Y0U4bUdzUjVSeWJzTWFucC9NMk9GUT09&popup_yn=y
전산팀 경력 10년이상,(주)삼영기업,51717104,False,8,255,,경력 10~12년,대졸(4년제) 이상,정규직,회사내규에 따름,"","","서울 서초구, 강남구",2025.09.02 00:00,2025.10.01 23:59,사람인 입사지원,"제출서류 이력서, 자기소개서",27,0,0,0,0,27,0,0,0,2,27,14,4,78,22,0,6,16,5,0,1,1,23,2,0,"{'"포트폴리오'": 4, '"이력서'": 3, '"경력기술서'": 2, '"기타'": 1, '"미첨부'": 19}",2025-09-11 01:07:17+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=dnlpVGsrMzZnWi9SQ3NBNys5dHNlQT09&popup_yn=y
플랫폼 시니어 개발/6~8년,주식회사핀즐,51710484,False,,46,,경력 6~8년,학력무관,"정규직, 계약직 근무형태 상세보기 정규직 수습기간 3개월 닫기 근무형태 상세 설명",회사내규에 따름,"","",서울 송파구,2025.09.01 00:00,2025.09.30 00:01,사람인 입사지원,"제출서류 이력서, 자기소개서",4,2,0,1,0,1,,,,,4,3,0,100,0,2,2,0,0,0,0,2,0,2,0,"{'"이력서'": 2, '"미첨부'": 1, '"포트폴리오'": 3}",2025-09-11 01:07:25+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=YzVIMnhzRUJndHRJODFURk9sTzR3dz09&popup_yn=y
서버 파트 부문(경력),(주)비바이노베이션,51592372,False,5,178,,경력 5~15년,고교졸업 이상,정규직,회사내규에 따름,"",주 5일(월~금),"서울 강남구, 서울전체",2025.08.19 00:00,2025.09.17 23:59,사람인 입사지원,"제출서류 이력서, 자기소개서",16,2,0,2,2,10,0,0,0,3,16,8,1,89,11,5,4,5,2,0,1,3,11,1,0,"{'"포트폴리오'": 6, '"이력서'": 3, '"미첨부'": 8}",2025-09-11 01:07:34+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=cnNKaWZscDVBOXNtTEJNa2hFN1RUdz09&popup_yn=y
Backend 개발자 (8년~15년),이지스엔터프라이즈(주),51744876,False,2,74,,경력 8~15년,고교졸업 이상,정규직,회사내규에 따름,"","",서울 금천구,2025.09.04 00:00,2025.10.03 23:59,사람인 입사지원,"제출서류 이력서, 자기소개서",16,1,0,1,1,13,0,0,0,4,16,13,0,100,0,1,8,5,2,0,1,3,12,0,0,"{'"포트폴리오'": 4, '"이력서'": 3, '"기타'": 2, '"경력기술서'": 1, '"미첨부'": 9}",2025-09-11 01:07:41+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=cVlidkJYcHozMXNIZG9QK2tER2VTdz09&popup_yn=y
플랫폼개발팀 Backend 개발자 경력,(주)이브릿지,51577188,False,9,364,,경력 5~10년,대졸(4년제) 이상,정규직,회사내규에 따름,"","","서울 중구, 서울전체, 종로구",2025.08.18 00:00,2025.09.16 23:59,사람인 입사지원,"제출서류 이력서, 자기소개서",42,5,1,5,6,25,0,1,0,6,42,27,5,84,16,10,16,9,5,1,3,10,23,6,0,"{'"포트폴리오'": 17, '"이력서'": 8, '"경력기술서'": 5, '"기타'": 5, '"증명서'": 4, '"기획서'": 2, '"자격증'": 1, '"미첨부'": 19}",2025-09-11 01:07:49+00,https://www.saramin.co.kr/zf_user/company-info/view?csn=cFJ2aG4zcXB1SlZjNlRlZk5TeG12QT09&popup_yn=y
Java 백엔드 리드 개발자 (6~10년),주식회사 후플렉스,51680198,False,1,60,,경력 5~10년,학력무관,정규직,회사내규에 따름,"","",서울 서초구,2025.08.28 00:00,2025.09.26 23:59,사람인 입사지원,"제출서류 이력서, 자기소개서",14,3,1,0,1,9,0,0,0,3,14,6,3,67,33,3,5,2,3,0,2,2,8,2,0,"{'"포트폴리오'": 5, '"경력기술서'": 2, '"증명서'": 2, '"이력서'": 1, '"자격증'": 1, '"미첨부'": 8}",2025-09-11 01:07:58+00,""
