company_name,company_bookmarks_total,company_views_monthly,company_view_increase_rate_monthly,company_bookmarks_monthly,company_bookmark_increase_rate_monthly,company_keyword_search_count_monthly,company_keyword_search_increase_rate_monthly,company_keywords_saramin,founded_date,company_type,revenue,industry,ceo_name,homepage_url,business_description,address,company_benefits_json,employees_total,employees_timeseries_json,company_url_saramin,saramin_company_collection_time
(주)셀키에이아이,78,192,1,4,,1,,"[''사내 카페 보유 기업'', ''슬기로운 육아휴직기업'', ''자유 복장 기업 모음'', ''Refresh 휴가'', ''회사가 쏘는 복지카드'', ''남성출산휴가 기업!'', ''경조사 챙겨주는 기업'', ''커피는 회사가 쏜다'', ''야근 눈치 보지마요'', ''나의 커리어 첫 시작'', ''직원 건강이 우선!'']",2019년 04월 25일,중소기업,"",의학 및 약학 연구개발업,이남용,http://www.cellkey.co.kr,"의학 및 약학 연구개발업,응용 소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,그 외 기타 분류 안된 전문, 과학 및 기술 서비스업","충북 청주시 흥덕구 오송읍 오송생명1로 194-41, 408호(기업연구관2)
지도보기","{''지원금/보험'': [''건강검진'', ''각종 경조사 지원'', ''복지카드/포인트''], ''급여제도'': [''인센티브제'', ''스톡옵션'', ''퇴직금'', ''4대 보험''], ''교육/생활'': [''워크샵''], ''근무 환경'': [''회의실'', ''카페테리아''], ''조직문화'': [''수평적 조직문화'', ''회식강요 안함'', ''야근강요 안함'', ''자유복장'', ''자유로운 연차사용''], ''리프레시'': [''연차'', ''Refresh휴가'', ''산전 후 휴가'', ''육아휴직'', ''남성출산휴가'']}",,"",https://www.saramin.co.kr/zf_user/company-info/view?csn=RWU5Sy9BWVNvUDlDR0h2ZlY5bURxdz09&popup_yn=y,2025-09-14 21:37:55.419066+00
(주)에이트테크,254,208,,0,,62,,['나의 커리어 첫 시작'],2020년 05월 28일,"중소기업, 주식회사","",산업용 로봇 제조업,박태형,http://aetech.co.kr,"환경로봇개발(산업용 로봇 제조업),그 외 기타 특수 목적용 기계 제조업,환경설비 건설업,기계 설비 설치 공사업,응용 소프트웨어 개발 및 공급업,시스템 소프트","인천 서구 정서진로 410, 지동(녹색신사업) 피티-지03호
지도보기",{},43,"{''total'': [11, 11, 12, 14, 15, 36, 37, 42, 44, 44, 45, 44, 45, 44, 46, 51, 50, 49, 48, 47, 46, 43], ''hired'': [1, 1, 1, 3, 3, 2, 2, 6, 4, 3, 2, 1, 3, 2, 2, 6, 1, 2, 2, 0, 1, 0], ''left'': [1, 0, 1, 2, 0, 1, 1, 2, 3, 1, 2, 2, 3, 0, 1, 2, 3, 3, 1, 2, 3, 10], ''date'': [''2022.9'', ''2022.10'', ''2022.11'', ''2022.12'', ''2023.1'', ''2024.3'', ''2024.4'', ''2024.5'', ''2024.6'', ''2024.7'', ''2024.8'', ''2024.9'', ''2024.10'', ''2024.11'', ''2024.12'', ''2025.1'', ''2025.2'', ''2025.3'', ''2025.4'', ''2025.5'', ''2025.6'', ''2025.7''], ''personChange'': [0, 0, 1, 2, 1, 21, 1, 5, 2, 0, 1, -1, 1, -1, 2, 5, -1, -1, -1, -1, -1, -3]}",https://www.saramin.co.kr/zf_user/company-info/view?csn=d0V2bzBtTVRvT25KRVo5MThmQXhUdz09&popup_yn=y,2025-09-14 21:38:19.561441+00
(주)포스로직,159,141,,0,,15,,"[''역세권 기업'', ''출산의 기쁨을 함께'', ''사내 카페 보유 기업'', ''깜짝! 업계신흥강자'', ''자유 복장 기업 모음'', ''명절선물/귀향비'', ''배부른 퇴근길'', ''웰컴키트 지급 기업'', ''월급을 사수하자!'', ''구내식당 복지 기업!'', ''월급+보너스=행복2배'', ''커피는 회사가 쏜다'', ''아는 것이 힘이죠!'', ''휴식시간 필요해요'', ''나의 커리어 첫 시작'', ''직원 건강이 우선!'', ''수면실 보유 기업모음'', ''주차 고민은 끝!'']",2019년 10월 16일,"중소기업, 주식회사, 사단법인","13억 5,975만원",응용 소프트웨어 개발 및 공급업,송종현,http://www.fourthlogic.co.kr,"소프트웨어 자문,개발,공급,연구개발","서울 강남구 테헤란로20길 18, 2층-99호 (역삼동,부봉빌딩)
지도보기","{''지원금/보험'': [''건강검진''], ''급여제도'': [''상여금'', ''퇴직금'', ''4대 보험''], ''선물'': [''명절선물/귀향비'', ''도서 무제한 제공'', ''임신/출산 선물'', ''웰컴키트 지급''], ''교육/생활'': [''신규 입사자 교육(OJT)'', ''직무능력향상교육'', ''구내식당(사원식당)'', ''점심식사 제공'', ''저녁식사 제공'', ''음료제공(차, 커피)'', ''신규입사자 멘토 제도''], ''근무 환경'': [''휴게실'', ''수면실'', ''회의실'', ''카페테리아'', ''사내 정원'', ''사원증'', ''사무용품 지급'', ''최고 성능 컴퓨터''], ''조직문화'': [''자유복장''], ''출퇴근'': [''주차장제공'', ''주 40시간제 시행''], ''리프레시'': [''연차'', ''여름휴가'', ''경조휴가제'', ''반차'']}",22,"{''total'': [18, 18, 17, 17, 21, 20, 21, 18, 18, 18, 19, 20, 20, 19, 19, 20, 20, 20, 20, 21, 22, 21, 21, 22], ''hired'': [0, 0, 0, 0, 6, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1], ''left'': [0, 1, 0, 2, 2, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1], ''date'': [''2023.8'', ''2023.9'', ''2023.10'', ''2023.11'', ''2023.12'', ''2024.1'', ''2024.2'', ''2024.3'', ''2024.4'', ''2024.5'', ''2024.6'', ''2024.7'', ''2024.8'', ''2024.9'', ''2024.10'', ''2024.11'', ''2024.12'', ''2025.1'', ''2025.2'', ''2025.3'', ''2025.4'', ''2025.5'', ''2025.6'', ''2025.7''], ''personChange'': [0, 0, -1, 0, 4, -1, 1, -3, 0, 0, 1, 1, 0, -1, 0, 1, 0, 0, 0, 1, 1, -1, 0, 1]}",https://www.saramin.co.kr/zf_user/company-info/view?csn=eHhFNjU5RGdqYWtnSUpYbkg0U2QzQT09&popup_yn=y,2025-09-14 21:39:15.769935+00
(주)크레셈,587,821,,15,,248,,"[''역세권 기업'', ''사내 카페 보유 기업'', ''슬기로운 육아휴직기업'', ''집 고민 덜어주는!'', ''편의시설이 아닌 인권'', ''자유 복장 기업 모음'', ''포상휴가를 주는 기업'', ''야근 멈춰!'', ''명절선물/귀향비'', ''경조사 챙겨주는 기업'', ''커피는 회사가 쏜다'', ''야근 눈치 보지마요'', ''휴식시간 필요해요'', ''나의 커리어 첫 시작'', ''회식 멈춰!'', ''주차 고민은 끝!'']",2014년 06월 02일,"중소기업, 주식회사, 외부감사법인, 수출입 기업","57억 1,137만원",반도체 제조용 기계 제조업,오상민,http://www.cressem.com,"반도체공정관련장비,ACF본딩장비,바이오산업공정장비 제조/무역/부동산 임대","인천 연수구 벤처로36번길 37
지도보기","{''지원금/보험'': [''각종 경조사 지원'', ''업무활동비 지급''], ''급여제도'': [''퇴직연금'', ''인센티브제'', ''장기근속자 포상'', ''스톡옵션'', ''퇴직금'', ''야근수당'', ''연차수당'', ''4대 보험''], ''선물'': [''명절선물/귀향비'', ''창립일선물지급''], ''교육/생활'': [''창립일행사'', ''워크샵'', ''신규 입사자 교육(OJT)'', ''직무능력향상교육'', ''리더십 강화교육'', ''교육비 지원'', ''음료제공(차, 커피)''], ''근무 환경'': [''휴게실'', ''회의실'', ''공기청정기'', ''카페테리아'', ''전용 사옥'', ''사내 정원'', ''장애인 화장실'', ''장애인 전용주차장'', ''노트북'', ''사원증'', ''사무용품 지급''], ''조직문화'': [''수평적 조직문화'', ''회식강요 안함'', ''야근강요 안함'', ''자유복장'', ''자유로운 연차사용''], ''출퇴근'': [''기숙사 운영'', ''야간교통비지급'', ''주차장제공'', ''회사차량 있음''], ''리프레시'': [''연차'', ''여름휴가'', ''경조휴가제'', ''반차'', ''근로자의 날 휴무'', ''포상휴가'', ''산전 후 휴가'', ''육아휴직'']}",74,"{''total'': [71, 70, 70, 72, 73, 71, 73, 75, 75, 76, 77, 76, 73, 73, 77, 76, 76, 74, 72, 74, 74, 76, 78, 74], ''hired'': [0, 1, 1, 2, 1, 0, 2, 2, 1, 3, 2, 2, 1, 4, 5, 1, 1, 1, 0, 2, 2, 3, 5, 0], ''left'': [2, 1, 0, 0, 2, 0, 0, 1, 2, 1, 3, 4, 4, 1, 2, 1, 3, 2, 0, 2, 1, 3, 4, 3], ''date'': [''2023.8'', ''2023.9'', ''2023.10'', ''2023.11'', ''2023.12'', ''2024.1'', ''2024.2'', ''2024.3'', ''2024.4'', ''2024.5'', ''2024.6'', ''2024.7'', ''2024.8'', ''2024.9'', ''2024.10'', ''2024.11'', ''2024.12'', ''2025.1'', ''2025.2'', ''2025.3'', ''2025.4'', ''2025.5'', ''2025.6'', ''2025.7''], ''personChange'': [0, -1, 0, 2, 1, -2, 2, 2, 0, 1, 1, -1, -3, 0, 4, -1, 0, -2, -2, 2, 0, 2, 2, -4]}",https://www.saramin.co.kr/zf_user/company-info/view?csn=ZVBiSU0wT2tMNldzVDFrS2lIOWdJUT09&popup_yn=y,2025-09-14 21:40:11.667172+00
(주)티피씨인터넷,243,517,,6,,25,,"[''역세권 기업'', ''출퇴근을 자유롭게'', ''사내 카페 보유 기업'', ''일상이 된 재택근무'', ''슬기로운 육아휴직기업'', ''깜짝! 업계신흥강자'', ''간식제공 복지 기업!'', ''자유 복장 기업 모음'', ''야근 멈춰!'', ''명절선물/귀향비'', ''회사에서 즐기는 게임'', ''남성출산휴가 기업!'', ''월급을 사수하자!'', ''커피는 회사가 쏜다'', ''야근 눈치 보지마요'', ''나의 커리어 첫 시작'', ''직원 건강이 우선!'', ''자기계발비 지원 기업'', ''회식 멈춰!'', ''무제한 연차 기업!'']",2019년 11월 04일,중소기업,"14억 3,717만원",응용 소프트웨어 개발 및 공급업,유민주,http://tpcinternet.oopy.io,"소프트웨어 개발(게임개발),전자상거래 소매 중개업","서울 강남구 삼성로85길 26, 13층 (대치동,브이앤에스빌딩)
지도보기","{''지원금/보험'': [''건강검진''], ''급여제도'': [''퇴직금'', ''4대 보험''], ''선물'': [''명절선물/귀향비'', ''생일선물/파티''], ''교육/생활'': [''자격증취득지원'', ''교육비 지원'', ''자기계발비 지원'', ''간식 제공'', ''식비 지원'', ''음료제공(차, 커피)''], ''근무 환경'': [''공기청정기'', ''카페테리아'', ''게임기'', ''스마트기기'', ''노트북'', ''사무용품 지급'', ''최고 성능 컴퓨터''], ''조직문화'': [''무제한 연차'', ''수평적 조직문화'', ''회식강요 안함'', ''야근강요 안함'', ''자유복장'', ''자유로운 연차사용'', ''님/닉네임 문화''], ''출퇴근'': [''탄력근무제'', ''재택근무'', ''자율 근무제''], ''리프레시'': [''연차'', ''육아휴직'', ''남성출산휴가'', ''보건휴가'']}",52,"{''total'': [39, 38, 40, 42, 43, 42, 41, 41, 42, 43, 43, 43, 43, 44, 46, 45, 45, 46, 50, 50, 51, 53, 52, 52], ''hired'': [4, 5, 2, 4, 2, 1, 3, 1, 3, 2, 0, 1, 1, 2, 2, 0, 1, 1, 5, 0, 1, 3, 0, 1], ''left'': [6, 0, 2, 1, 2, 4, 1, 2, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1], ''date'': [''2023.8'', ''2023.9'', ''2023.10'', ''2023.11'', ''2023.12'', ''2024.1'', ''2024.2'', ''2024.3'', ''2024.4'', ''2024.5'', ''2024.6'', ''2024.7'', ''2024.8'', ''2024.9'', ''2024.10'', ''2024.11'', ''2024.12'', ''2025.1'', ''2025.2'', ''2025.3'', ''2025.4'', ''2025.5'', ''2025.6'', ''2025.7''], ''personChange'': [0, -1, 2, 2, 1, -1, -1, 0, 1, 1, 0, 0, 0, 1, 2, -1, 0, 1, 4, 0, 1, 2, -1, 0]}",https://www.saramin.co.kr/zf_user/company-info/view?csn=RVQ2MUtvTjNyS0cySGF4R0JwNGU0Zz09&popup_yn=y,2025-09-14 21:41:09.042424+00
(주)에이엠시지,83,149,,3,,5,,"[''Seed 투자유치'', ''역세권 기업'', ''코넥스상장기업@수도권'', ''가족의료비지원 기업!'', ''코넥스 상장기업@서울'', ''경조사 챙겨주는 기업'', ''유망기업! 코넥스상장'', ''나의 커리어 첫 시작'', ''직원 건강이 우선!'', ''유망기업! 코넥스상장'']",2021년 03월 03일,"중소기업, 코넥스, 주식회사, 수출입 기업","",그 외 기타 의료용 기기 제조업,서용성,http://www.amcg.kr/,의료용기기(심자계) 제조,"서울 서초구 강남대로 331, 14층 (서초동,광일빌딩)
지도보기","{''지원금/보험'': [''건강검진'', ''각종 경조사 지원'', ''의료비지원(가족)'', ''업무활동비 지급''], ''급여제도'': [''4대 보험''], ''근무 환경'': [''회의실'']}",30,"{''total'': [26, 24, 24, 25, 23, 24, 24, 24, 25, 25, 25, 25, 24, 25, 26, 27, 27, 27, 28, 28, 29, 29, 29, 30], ''hired'': [1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 2, 0, 3, 1, 1, 0, 1, 1], ''left'': [2, 1, 0, 2, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 2, 0, 2, 1, 0, 0, 1, 0, 0], ''date'': [''2023.8'', ''2023.9'', ''2023.10'', ''2023.11'', ''2023.12'', ''2024.1'', ''2024.2'', ''2024.3'', ''2024.4'', ''2024.5'', ''2024.6'', ''2024.7'', ''2024.8'', ''2024.9'', ''2024.10'', ''2024.11'', ''2024.12'', ''2025.1'', ''2025.2'', ''2025.3'', ''2025.4'', ''2025.5'', ''2025.6'', ''2025.7''], ''personChange'': [0, -2, 0, 1, -2, 1, 0, 0, 1, 0, 0, 0, -1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1]}",https://www.saramin.co.kr/zf_user/company-info/view?csn=N0REWUFhMEN6Ri9SbE9NWHE1NERtZz09&popup_yn=y,2025-09-14 21:42:02.221624+00
(주)모멘티어테크놀로지스,20,187,5,2,,3,,"[''역세권 기업'', ''나의 커리어 첫 시작'']",2023년 10월 20일,중소기업,"",응용 소프트웨어 개발 및 공급업,박준석,"",응용 소프트웨어 개발 및 공급업,"서울 강서구 강서로47길 165, 9층 901-632호
지도보기",{},,"",https://www.saramin.co.kr/zf_user/company-info/view?csn=dEcyV2xsSDVsYWVOdlBzQWdkaUNsQT09&popup_yn=y,2025-09-14 21:42:54.778699+00
(주)쉬모스랩,14,94,,0,,16,,"[''역세권 기업'', ''나의 커리어 첫 시작'']",2017년 05월 29일,중소기업,"1억 3,503만원",시스템 소프트웨어 개발 및 공급업,황성우,https://www.schmosslab.net/,"소프트웨어자문,개발,공급 인터넷,학술연구용역,전기ㆍ전자공학 연구개발업,정보교육","서울 강남구 논현로26길 21, 3층
지도보기",{},6,"{''total'': [7, 7, 6, 6, 8, 8, 8, 8, 8, 8, 3, 3, 4, 5, 6, 6, 5, 6, 7, 6, 5, 6, 6, 6], ''hired'': [0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0], ''left'': [0, 2, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0], ''date'': [''2023.8'', ''2023.9'', ''2023.10'', ''2023.11'', ''2023.12'', ''2024.1'', ''2024.2'', ''2024.3'', ''2024.4'', ''2024.5'', ''2024.6'', ''2024.7'', ''2024.8'', ''2024.9'', ''2024.10'', ''2024.11'', ''2024.12'', ''2025.1'', ''2025.2'', ''2025.3'', ''2025.4'', ''2025.5'', ''2025.6'', ''2025.7''], ''personChange'': [0, 0, -1, 0, 2, 0, 0, 0, 0, 0, -5, 0, 1, 1, 1, 0, -1, 1, 1, -1, -1, 1, 0, 0]}",https://www.saramin.co.kr/zf_user/company-info/view?csn=Qk9CTWw2d1k3cWxJenZCcXd1emVMZz09&popup_yn=y,2025-09-14 21:43:18.004538+00
(주)유아이엠디,65,177,,8,,18,,"[''역세권 기업'', ''매출액 20% 지속성장'', ''매출액 150% 급성장'', ''일상이 된 재택근무'', ''편의시설이 아닌 인권'', ''나의 커리어 첫 시작'']",2015년 03월 18일,중소기업,"4억 4,673만원",시스템 소프트웨어 개발 및 공급업,이영득,http://uimd.co.kr,"소프트웨어 개발, 제작, 자문업,체외진단의료기기 및 소모품","서울 마포구 만리재로 15, 703호 (공덕동,제일빌딩)
지도보기","{''급여제도'': [''퇴직연금'', ''퇴직금'', ''4대 보험''], ''근무 환경'': [''회의실'', ''문턱 없음'', ''사무용품 지급''], ''출퇴근'': [''탄력근무제'', ''재택근무'']}",15,"{''total'': [12, 12, 13, 13, 11, 11, 13, 13, 13, 12, 12, 12, 13, 13, 14, 15, 14, 14, 14, 15, 15, 15, 15, 15], ''hired'': [0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 2, 0, 0], ''left'': [0, 1, 0, 2, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 1], ''date'': [''2023.8'', ''2023.9'', ''2023.10'', ''2023.11'', ''2023.12'', ''2024.1'', ''2024.2'', ''2024.3'', ''2024.4'', ''2024.5'', ''2024.6'', ''2024.7'', ''2024.8'', ''2024.9'', ''2024.10'', ''2024.11'', ''2024.12'', ''2025.1'', ''2025.2'', ''2025.3'', ''2025.4'', ''2025.5'', ''2025.6'', ''2025.7''], ''personChange'': [0, 0, 1, 0, -2, 0, 2, 0, 0, -1, 0, 0, 1, 0, 1, 1, -1, 0, 0, 1, 0, 0, 0, 0]}",https://www.saramin.co.kr/zf_user/company-info/view?csn=bkhQSnp0aDk4WnhaNVBqcHJpYkU3dz09&popup_yn=y,2025-09-14 21:44:17.1056+00
(주)에이스웍스코리아,724,1023,,23,,54,,"[''역세권 기업'', ''슬기로운 육아휴직기업'', ''100억매출★중소기업'', ''매출10억이상스타트업'', ''간식제공 복지 기업!'', ''편의시설이 아닌 인권'', ''자유 복장 기업 모음'', ''휴가비 지원 기업'', ''야근 멈춰!'', ''스타트업의 매력★'', ''제조화학업종★스타트업'', ''매출40억이상스타트업'', ''월급을 사수하자!'', ''매출20억이상스타트업'', ''경조사 챙겨주는 기업'', ''월급+보너스=행복2배'', ''야근 눈치 보지마요'', ''단체상해보험 기업!'', ''휴식시간 필요해요'', ''나의 커리어 첫 시작'', ''직원 건강이 우선!'', ''매출30억이상스타트업'', ''콘도/리조트 지원기업'', ''회식 멈춰!'', ''주차 고민은 끝!'', ''매출50억↑★스타트업'', ''채용중★스타트업'', ''연구가 좋아요~'']",1999년 09월 01일,"스타트업, 중소기업, 주식회사, 연구소, 병역특례 인증업체, 수출입 기업",139억 917만원,그 외 자동차용 신품 부품 제조업,박승범/선우명호,http://www.aceworks.ai,"자동차성능개선장치 제조/전자제어장비,소프트웨어개발 도소매/부동산 임대/연구개발,지원","서울 강남구 언주로81길 13, 5층 (역삼동,진일빌딩)
지도보기","{''지원금/보험'': [''건강검진'', ''각종 경조사 지원'', ''단체 상해보험''], ''급여제도'': [''퇴직연금'', ''인센티브제'', ''상여금'', ''장기근속자 포상'', ''우수사원포상'', ''퇴직금'', ''성과급'', ''직책수당'', ''4대 보험''], ''선물'': [''생일선물/파티''], ''교육/생활'': [''신규 입사자 교육(OJT)'', ''직무능력향상교육'', ''리더십 강화교육'', ''해외연수지원'', ''자격증취득지원'', ''교육비 지원'', ''간식 제공'', ''식비 지원'', ''음료제공(차, 커피)'', ''해외 워크샵''], ''근무 환경'': [''휴게실'', ''공기청정기'', ''문턱 없음'', ''노트북'', ''사원증'', ''콘도/리조트 이용권'', ''사무용품 지급''], ''조직문화'': [''수평적 조직문화'', ''회식강요 안함'', ''야근강요 안함'', ''자유복장'', ''자유로운 연차사용''], ''출퇴근'': [''주차장제공'', ''주차비지원'', ''회사차량 있음'', ''탄력근무제'', ''주 52시간제 준수''], ''리프레시'': [''연차'', ''창립일휴무'', ''근로자의 날 휴무'', ''휴가비지원'', ''산전 후 휴가'', ''육아휴직'']}",85,"{''total'': [58, 57, 56, 79, 77, 76, 75, 75, 79, 74, 75, 86, 85, 83, 85, 86, 88, 81, 83, 86, 88, 87, 87, 85], ''hired'': [3, 0, 2, 24, 2, 0, 3, 2, 5, 0, 2, 12, 3, 0, 4, 1, 3, 1, 2, 5, 5, 1, 3, 3], ''left'': [1, 3, 1, 4, 1, 4, 2, 1, 5, 1, 1, 4, 2, 2, 0, 1, 8, 0, 2, 3, 2, 3, 5, 2], ''date'': [''2023.8'', ''2023.9'', ''2023.10'', ''2023.11'', ''2023.12'', ''2024.1'', ''2024.2'', ''2024.3'', ''2024.4'', ''2024.5'', ''2024.6'', ''2024.7'', ''2024.8'', ''2024.9'', ''2024.10'', ''2024.11'', ''2024.12'', ''2025.1'', ''2025.2'', ''2025.3'', ''2025.4'', ''2025.5'', ''2025.6'', ''2025.7''], ''personChange'': [0, -1, -1, 23, -2, -1, -1, 0, 4, -5, 1, 11, -1, -2, 2, 1, 2, -7, 2, 3, 2, -1, 0, -2]}",https://www.saramin.co.kr/zf_user/company-info/view?csn=dTVOQVNSck9VR25ZVTcvWUN5eFBTUT09&popup_yn=y,2025-09-14 21:45:15.384557+00
(주)더아머베어러,24,266,,5,,32,3,"[''역세권 기업'', ''사내 카페 보유 기업'', ''100억매출★중소기업'', ''간식제공 복지 기업!'', ''자유 복장 기업 모음'', ''명절선물/귀향비'', ''월급을 사수하자!'', ''월급+보너스=행복2배'', ''커피는 회사가 쏜다'', ''나의 커리어 첫 시작'', ''직원 건강이 우선!'', ''회식 멈춰!'']",2018년 05월 15일,중소기업,"487억 2,510만원","화물운송 중개, 대리 및 관련 서비스업",박진수,https://www.tablogis.com/,"국제물류주선업, 화물운송주선업, 복합운송주선업","서울 강서구 화곡로64길 67, 3층 301호
지도보기","{''지원금/보험'': [''건강검진'', ''헬스비 지급''], ''급여제도'': [''퇴직연금'', ''퇴직금'', ''성과급'', ''4대 보험''], ''선물'': [''명절선물/귀향비'', ''생일선물/파티''], ''교육/생활'': [''직무능력향상교육'', ''점심식사 제공'', ''간식 제공'', ''음료제공(차, 커피)''], ''근무 환경'': [''회의실'', ''공기청정기'', ''카페테리아'', ''노트북'', ''최고 성능 컴퓨터'', ''안마실/안마의자''], ''조직문화'': [''수평적 조직문화'', ''회식강요 안함'', ''자유복장'', ''자유로운 연차사용''], ''출퇴근'': [''주차비지원'', ''주 52시간제 준수''], ''리프레시'': [''근로자의 날 휴무'', ''공휴일 휴무'']}",10,"{''total'': [7, 7, 7, 7, 7, 7, 7, 7, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 7, 8, 9, 10], ''hired'': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 1], ''left'': [0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], ''date'': [''2023.8'', ''2023.9'', ''2023.10'', ''2023.11'', ''2023.12'', ''2024.1'', ''2024.2'', ''2024.3'', ''2024.4'', ''2024.5'', ''2024.6'', ''2024.7'', ''2024.8'', ''2024.9'', ''2024.10'', ''2024.11'', ''2024.12'', ''2025.1'', ''2025.2'', ''2025.3'', ''2025.4'', ''2025.5'', ''2025.6'', ''2025.7''], ''personChange'': [0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 2, 1, 1, 1]}",https://www.saramin.co.kr/zf_user/company-info/view?csn=a1FuWFlzbVBlK1NJREhpcHJBcmNQQT09&popup_yn=y,2025-09-14 21:45:23.619181+00
(주)혜성테크윈,62,283,1,2,,32,,['나의 커리어 첫 시작'],2018년 10월 31일,"중소기업, 주식회사","56억 4,227만원",유선 통신장비 제조업,우윤학,http://hyesungtechwin.com,"다중화장치,배선반,동보장치,영상감시장치,구내방송장치,마을무선방송장치,CATV 제조/정보통신공사/컴퓨터,주변장치,전자제품 도소매/소프트웨어 개발","경기 성남시 중원구 사기막골로 99, 비동1508호,1509호,1510호 (상대원동,성남센트럴비즈타워2차)
지도보기",{},14,"{''total'': [12, 15, 14, 14, 15, 16, 16, 16, 17, 15, 14, 14, 13, 13, 13, 14, 15, 13, 13, 13, 13, 12, 15, 14], ''hired'': [0, 4, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 3, 0], ''left'': [1, 1, 0, 0, 1, 0, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 1, 1], ''date'': [''2023.8'', ''2023.9'', ''2023.10'', ''2023.11'', ''2023.12'', ''2024.1'', ''2024.2'', ''2024.3'', ''2024.4'', ''2024.5'', ''2024.6'', ''2024.7'', ''2024.8'', ''2024.9'', ''2024.10'', ''2024.11'', ''2024.12'', ''2025.1'', ''2025.2'', ''2025.3'', ''2025.4'', ''2025.5'', ''2025.6'', ''2025.7''], ''personChange'': [0, 3, -1, 0, 1, 1, 0, 0, 1, -2, -1, 0, -1, 0, 0, 1, 1, -2, 0, 0, 0, -1, 3, -1]}",https://www.saramin.co.kr/zf_user/company-info/view?csn=OVhQMlNQWHJVWDRYRmVKVWowc3lJZz09&popup_yn=y,2025-09-14 21:46:19.218343+00
